CodEqu,Descri,CosDia
COP390,RECUPERADORA DE CAMINOS CATERPILLAR RM-3,3957.34832735
COP391,COMPACTADOR PAV C/NEUMATICOS INGERSOLL-R,984.6421641
COP392,VIBROCOMPACTADORA TIPO TANDEM BOMAG BW14,1084.12062768
COP393,VIBROCOMPACTADORA TIPO TANDEM BOMAG BW15,1101.05170032
COP394,PAVIMENTADORA ASFT/NEUMATICOS BLAW-KNOX ,3056.8435184000004
COP395,PAVIMENTADORA ASFT/NEUMATICO BARBER GREE,3275.2129573600005
COP396,PAVIMENTADORA ASFALTO S/CADENAS CAT AP-6,3085.47972795
COP397,PAVIMENTADORA ASFALTO S/CADENAS CATERPIL,4056.1274229
COP398,PAVIMENTADORA ASF/NEUMATICOS CATERPILLAR,3453.72322572
COP399,PAVIMENTADORA ASF/NEUMATICOS CATERPILLAR,2837.78992416
COP400,TRACTOR CATERPILLAR CON RIPPER D8R II,2481.66061635
COP401,TRACTOR CAT D-9T,4094.82350996
COP402,MOTOTRAILLA  631G SERIE,4531.18835104
COP403,TRACTOR CAT D-10T,5088.004739999999
COP404,TRACTOR CAT D-11T,10049.01212794
COP405,TRACTOR CAT D3KXL DE ORUGA (HOJA/DOZERS),476.88872112
COP406,TRACTOR CAT D4GXL DE ORUGA (HOJA/DOZERS),645.49051705
COP407,TRACTOR CAT D5KXL DE ORUGA (HOJA/DOZERS),770.7109215
COP408,TRACTOR DE ORUGA JHON DEERE 450J-LT,628.36642651
COP409,TRACTOR DE ORUGA JHON DEERE 550J-LT,600.95785456
COP410,TRACTOR DE ORUGA JHON DEERE 650J-LT,791.9136125199999
COP411,TRACTOR DE ORUGA JHON DEERE 700J-LT,955.43194761
EZ0085,CAMION GRUA CAP 14 TON,825.84
COP412,TRACTOR DE ORUGA JHON DEERE 750J-LT,1227.3912706500005
COP413,TRACTOR DE ORUGA JHON DEERE 850J-LT,1371.55271542
COP414,MOTOTRAILLA 627G (DOBLE MOTOR),4011.8534608
COP415,MOTOTRAILLA 637G (DOBLE MOTOR),5656.38458874
COP416,MOTOTRAILLA 657G (DOBLE MOTOR),7197.56422726
COP417,MOTOTRAILLA 615C SERIE II (SENCILLA),2403.43122582
COP418,MOTOTRAILLA 623G (SENCILLA),3992.84541456
COP419,CARGADOR DE RUEDAS CAT 938H ARTICULADO 4,932.8227922
COP420,CARGADOR DE RUEDAS CAT 950H ARTICULADO 4,1096.76394884
COP421,CARGADOR DE RUEDAS CAT 966H ARTICULADO 4,1152.87330318
COP422,CARGADOR DE RUEDAS CAT 952H ARTICULADO 4,1634.13258855
EZ0437,SOFTWARE DE ANALISIS,30.26
COP423,CARGADOR DE RUEDAS CAT 972H ARTICULADO 4,1727.65234026
COP424,CARGADOR DE RUEDAS CAT 980H ARTICULADO 4,2059.97053824
COP425,CARGADOR DE RUEDAS CAT 990H ARTICULADO 4,6006.83383008
COP426,CARGADOR DE RUEDAS JHONN DEERE 444J ARTI,614.07891072
COP427,RETROEXCAVADORA CASE 580 SM SERIE 2- 4X2,461.53300352
COP428,RETROEXCAVADORA CASE 580 SM SERIE 2- 4X4,513.1509732000001
COP429,RETROEXCAVADORA CASE 590 SM SERIE 2-4X2,566.31171924
COP430,RETROEXCAVADORA CASE 590 SM SERIE 2-4X3,597.573716
COP431,RETROEXCAVADORA CASE 590 SM SERIE 2-4X4 ,659.8346350400001
COP432,RETROEXCAVADORA CAT 416 E 4X2 EROPS EXTE,414.75795375
COP433,RETROEXCAVADORA CAT 416 E 4X4 EROPS EXTE,458.33481438
COP434,RETROEXCAVADORA CAT 420 E 4X2 EROPS,482.69127555
COP435,RETROEXCAVADORA CAT 420 E 4X4,502.8133296
COP436,RETROEXCAVADORA CAT 420 E 4X4 EROPS ENTE,549.6854433799999
COP437,RETROEXCAVADORA CAT 430 E 4X4 EROPS ENTE,603.42955982
COP438,RETROEXCAVADORA CAT 446 D 4X4 EROPS,725.02670724
COP439,RETROEXCAVADORA CAT 446 D 4X4 EROPS EXTE,751.1531841
COP440,RETROEXCAVADORA CAT 450 E 4X4 EROPS,878.68675482
COP441,RETROEXCAVADORA JHON DEERE 310J EROPS 4X,484.8736929
COP442,RETROEXCAVADORA JHON DEERE 310J EROPS 4X,449.8101063200001
COP443,RETROEXCAVADORA JHON DEERE 310-SJ EROPS ,535.06898081
COP444,MINISHOWEL BOBCAT 463,125.76418049
COP445,MINISHOWEL BOBCAT A300,347.03866365
COP446,MINISHOWEL BOBCAT S130,199.82519334
COP447,MINISHOWEL BOBCAT S250,295.05499716
COP448,MINISHOWEL BOBCAT S750,377.9451956
COP449,MOTONIVELADORA PATROL KOMATSU GD675-3,1362.59627676
COP450,MOTONIVELADORA PATROL KOMATSU GD825A-2,1982.8749573
COP451,MOTONIVELADORA PATROL LEEBOY 785,690.06454063
COP452,MOTONIVELADORA PATROL NEW HOLLAND G200,858.40673952
COP453,MOTONIVELADORA PATROL VOLVO G930,1217.57451312
COP454,MOTONIVELADORA PATROL VOLVO G970,1635.24902673
COP455,MOTONIVELADORA PATROL VOLVO G990,1962.741634
COP456,CARGADOR DE ORUGA CAT 939C,679.02793119
COP457,CARGADOR DE ORUGA CAT 953D,1260.18216315
COP458,CARGADOR DE ORUGA CAT 963D,1630.8489966599998
COP459,CARGADOR DE ORUGA CAT 973C,2355.56632161
COP460,CARGADOR DE ORUGA CAT 973D,2318.005284
COP461,CARGADOR DE ORUGA JOHN DEERE 605C,793.11053745
COP462,CARGADOR DE ORUGA JOHN DEERE 755D,1615.82077098
COP463,MOTONIVELADORA PATROL CASE 845,1018.6903167
COP464,MOTONIVELADORA PATROL CASE 885,1269.45062006
COP465,MOTONIVELADORA PATROL CAT 12M,1245.8469493500002
COP466,MOTONIVELADORA PATROL CAT 14M,1997.5826472
COP467,MOTONIVELADORA PATROL CAT 16M,3134.3779296
COP468,MOTONIVELADORA PATROL CAT 120M,1222.29362317
COP469,MOTONIVELADORA PATROL CAT 135H,841.1807867999999
COP470,MOTONIVELADORA PATROL CAT 140H,1330.4284168499998
COP471,MOTONIVELADORA PATROL CAT 140M,1394.239
COP472,MOTONIVELADORA PATROL CAT 160M,1524.7344987699998
COP473,MOTONIVELADORA PATROL JOHN DEERE 670D,1039.06071132
COP474,MOTONIVELADORA PATROL JOHN DEERE 670G,1076.44827552
COP475,MOTONIVELADORA PATROL JOHN DEERE 770G,1182.18584028
COP476,MOTONIVELADORA PATROL JOHN DEERE 772G,1349.3967847499998
COP477,MOTONIVELADORA PATROL JOHN DEERE 870G,1266.0618241199998
COP478,MOTONIVELADORA PATROL JOHN DEERE 872G,1557.57473312
COP479,MOTONIVELADORA PATROL KOMATSU GD555-3,1145.508112
COP480,MOTONIVELADORA PATROL KOMATSU GD655-3,1287.02434302
COP481,MINISHOVEL CASE 410,191.49200039
COP482,MINISHOVEL CASE 420,222.00100711
COP483,MINISHOVEL CASE 435,266.422156
COP484,MINISHOVEL CAT 216B SERIE 2,212.95794962
COP485,MINISHOVEL CAT 246C,310.56566280000004
COP486,MINISHOVEL CAT 272C,380.78342784
COP487,MINISHOVEL JOHN DEERE 313,180.46914432
COP488,MINISHOVEL JOHN DEERE 315,187.4818757
COP489,TRACTOR DE ORUGA CASE 550H LT,489.40068238
COP490,TRACTOR DE ORUGA CASE 550H WT,499.55132528
COP491,TRACTOR DE ORUGA CASE 1650L WT,1379.00226612
COP492,TRACTOR DE ORUGA CASE 1650L XLT,1243.1981821000002
COP493,TRACTOR DE ORUGA JOHN DEERE 850J LT,1635.6405083999998
COP494,TRACTOR DE ORUGA JOHN DEERE 850J WLT,1535.5797663
COP495,TRACTOR DE ORUGA JOHN DEERE 950J,2097.9186945
COP496,TRACTOR DE ORUGA JOHN DEERE 1050J,2919.5364297
COP497,TRACTOR DE ORUGA KOMATSU D85EX-15,2074.94121792
COP498,TRACTOR DE ORUGA KOMATSU D155AX-6,2504.08437474
COP499,TRACTOR DE ORUGA NEW HOLLAND D75 LT,472.52563622
COP500,EXCAVADORA JUMBO CASE CX75,572.5095951999999
COP501,EXCAVADORA JUMBO CASE CX130B,841.39764319
COP502,EXCAVADORA JUMBO CASE CX240B,1457.41022634
COP503,EXCAVADORA JUMBO CASE CX700,3606.17928686
COP504,EXCAVADORA JUMBO CAT 307C ,549.68603211
COP505,EXCAVADORA JUMBO CAT 311C,632.2232703599999
COP506,EXCAVADORA JUMBO CAT 312C,735.1223342400001
COP507,EXCAVADORA JUMBO CAT 315D,865.87245409
COP508,EXCAVADORA JUMBO CAT 319D L,955.13539268
COP509,EXCAVADORA JUMBO CAT 320C LU,1103.5796736199998
COP510,EXCAVADORA JUMBO CAT 320D L,1013.46904779
COP511,EXCAVADORA JUMBO CAT 324D L,1283.2929994
COP512,EXCAVADORA JUMBO CAT 324E L,1451.61183402
COP513,EXCAVADORA JUMBO CAT 329D L,1399.44354004
COP514,EXCAVADORA JUMBO CAT 330D L,2324.92736025
COP515,EXCAVADORA JUMBO CAT 345D L,2544.3082572000003
COP516,EXCAVADORA JUMBO CAT 365C L,3379.7546944
COP517,EXCAVADORA JUMBO CAT 385C L,5087.460842240001
COP518,EXCAVADORA JUMBO CAT 390D L,4710.66242099
COP519,EXCAVADORA JUMBO JOHN DEERE 75C,611.08020705
COP520,EXCAVADORA JUMBO JOHN DEERE 75D,569.32219395
COP521,EXCAVADORA JUMBO JOHN DEERE 80C,630.5903821500001
COP522,EXCAVADORA JUMBO JOHN DEERE 85D,597.0595751999999
COP523,EXCAVADORA JUMBO JOHN DEERE 120D,654.3403948499999
COP524,EXCAVADORA JUMBO JOHN DEERE 135D,809.7729415499999
COP525,EXCAVADORA JUMBO JOHN DEERE 350D LC,1859.48362356
COP526,EXCAVADORA JUMBO JOHN DEERE 650D LC,4834.52469248
COP527,PAVIMENTADORA DE ORUGA BARBER-GREENE BG-,1567.3104496
COP528,PAVIMENTADORA DE ORUGA CAT AP-555E,2329.85558498
COP529,PAVIMENTADORA DE ORUGA CAT AP-655E,2414.0715103800003
COP530,PAVIMENTADORA DE ORUGA CAT AP-1055E,2549.15574144
COP531,PAVIMENTADORA DE ORUGA CAT BG-2455D,2515.80251474
COP998,CAMION FORD CHEVROLET 350 O SIMILAR,242.09307871
COPA01,COMPRESOR ATLAS COPCO  XA-160,170.18713752
COPA02,COMPRESOR ATLAS COPCO  XA-350,201.44692648
COPA03,EQUIPO SANDBLASTING PEQUEÑO,30.05479745
COPA04,GRUA TELESCOPICA BUCYRUS 18 TON,353.75664897
COPA05,SOLDADORA LINCOLN SA-400,125.94492912
COPA06,SOLDADORA LINCOLN SA-200,93.05690268
COPA07,CAMION ARTICULADO CAT 730,2876.0761852900005
COVI01,CABINA/TUNEL INTELIGENTE DESINFECCION SA,87.20784
COVI02,CABINA /TUNEL DE DESINFECCION SANITARIA,165.19
COVI03,CABINA DESINFECCION SANITARIA EXCLUYE RO,154.17
COVI04,MOCHILA PULVERIZADORA A BATERIA LITIO 6 ,55.06
COVI05,PULVERIZADOR A BATERIA FUMIGACION COVID1,44.03
COVI06,TERMOMETRO INFRAROJO DIGITAL /CORPORAL,2.58782
COVI07,TRAJE PROTECTOR BIOSEGURODAD COVID 19,11.011
COVI08,CARETA POLICARBONATO ACRILICO FACE SHIEL,1.871
COVI09,ASPERSOR/ROCIADOR 20 LT P/DESINFECCION,0.89208
COVI10,ASPERSOR/ROCIADOR 1 GALON P/DESINFECCION,0.8324099999999999
CPT001,APISONADOR MANUAL,18.71
CPT002,COMPACTADOR DE NEUMATICO INGRAM TAMPO O ,418.42
CPT003,COMPACTADORA RANA/GASOLINA 90 KG,66.09
CPT004,COMPACTADORA BAILARINA DE PISON (AIRE),26.42664
CPT005,COMPACTADORA RANA 115 KG 40 CM 4.6 HP WE,19.26955
CPT006,"COMPACTADORA RANA 7 HP, 300 KG",66.09
CPT007,COMPACTADORA RANA VIBRADORA  A GASOLINA,77.06
CPT008,VIBROCOMPACTADORA AUTOPROPULSADA,515.31928
CPT009,COMPACTADORA RANA/GASOLINA 130-160 KG,110.11
CPT010,COMPACTADORA VIBRADORA DE RODILLO,297.3
CPT011,PISON DE AIRE / PISONETA,35.2356
CPT012,COMPACTADORA RANA/GASOLINA 200 KG,88.1
CPT013,COMPACTADORA DE RODILLO AUTO-PROP 7.5 TO,275.29
CPT014,COMPACTADORA TIPO RODILLO DE 80 CMS,132.12
CPT015,COMPACTADORA RANA DE 40 CM IMPORTADA,12.38751
CPT016,COMPACTADORA RANA 90 X 50 C/RETRO/ DIESE,29.06922
CPT017,COMPACTADORA DE RODILLO CAT CB-534,611.1158
CPT018,COMPACTADORA RANA / PLANCHA 0.50 X 1.0M ,88.1
CPT019,COMPACTADORA RANA/PLANCHA 0.40 X 0.40 GA,55.06
CPT020,RODILLO VIBRATORIO 180 KG,132.12
CPT021,"COMPACTADORA CAT 815, PATA DE CABRA 315 ",1559.17116
CPT022,COMPACTADORA CAT CS-323 DE RODILLO,462.4659
CPT023,COMPACTADORA CAT CS-431 DE RODILLO,440.44395
CPT024,COMPACTADORA TIPO RANA PLANCHA 50 X 70 C,66.09
CPT025,PISON MANUAL,0.89208
CPT026,BAILARINA / PISON/ PISONETA (AIRE),27.53
CPT027,"COMPACTADORA RANA 0,50 X 1,0M 280 KG 9HP",34.685
CPT028,"COMPACTADORA RANA 200 KG, 50 CM 6 HP WEB",66.09
CPT029,COMPACTADORA CAT 825C,2202.2
CPT030,MARTILLO / PISONETA,8.81
CPT031,COMPACTADORA DE RODILLO AUTO-PROP 10.5 T,440.44
CPT032,COMPACTADORA RANA DE 80 CM,55.06
CPT033,MANDARRIA 10 KG/22 LB (SLEDGE HAMMER),1.6519
CPT034,EQUIPO PARA COMPACTACION HIDRAULICA,330.32
CPT035,COMPACTADORA TIPO PISON A GASOIL (SAPO),104.59
CPT036,"COMPACTADORA RANA 80 KG GASOLINA 6,5 HP ",9.91002
CPT037,COMPACTADORA DOBLE RODILLO 600 KG,275.29
CPT038,COMPACTADORA TIPO RODILLO 800 KG,330.32
CPT039,COMPACTADORA CAUCHOS/NEUMATICOS TAMPO,365.6784834
CPT040,PISONETA DE AIRE PARA COMPACTACION,5.53
CPT041,RODILLO COMPACTADOR,6.61
CPT042,"APISONADOR / PLANCHA (O,5 X 0,90 MT)",18.71
CPT043,COMPACTADORA MANUAL,66.09
DEM001,MARTILLO PARA COMPRESOR,23.12346
DEM002,COMPRESOR CON 2 MARTILLOS,231.23
DEM003,EQUIPO PARA DEMOLICION MANUAL,3.28
DEM004,MANDARRIA MANGO LARGO 5 KG,0.881
DEM005,MARTILLO TIPO CARPINTERO NACIONAL,0.70224
DEM006,MARTILLO NEUMATICO C/MANGUERAS (2 UNIDAD,79.28
DEM007,MARTILLO NEUMATICO CON MANGUERA,49.5
DEM008,"CINCEL PLANO 1""",1.6530000000000002
DEM009,MANDARRIA MANGO CORTO 3 KG,0.7706000000000001
DEM010,MARTILLO PARA COMPRESOR C/MANGUERA Y PUN,55.06
DEM011,MARTILLO DEMOLEDOR ELECTRICO GRANDE 30 K,88.1
DEM012,MARTILLO DEMOLEDOR ELECTRICO MEDIANO 20 ,77.06
DEM013,COMPRESOR CON MANGUERA (TIPO PINTOR),18.71
DEM014,COMPRESOR P/DEMOLICION CON UN MARTILLO,253.28
DEM015,COMPRESOR PARA 4 MARTILLOS,275.29
DEM016,COMPRESOR PARA 1 MARTILLO,220.22
DEM017,COMPRESOR PARA 2 MARTILLOS,187.19
DEM018,COMPRESOR PARA 3 MARTILLOS,242.23
DEM019,COMPRESOR P/DOS MARTILLOS LIVIANO ATLAS ,68.268758
DEM020,SERRUCHO PROFESIONAL,0.8916
DEM021,ROTOMARTILLO ELECTRICO,60.58
DEM022,MARTILLO / PISONETA NEUMATICA,24.24
DEM023,"HERRAMIENTAS NEUMATICAS P/PERNOS, TORNIL",7.69
DEM024,COMPRESOR AIRE 185 CFM-102 PSI COMPAIR-D,116.277248
EZ0425,SERVICIO DE TRASLADO ,110.11
DEM025,MARTILLO NEUMATICO DE 27 KG,13.68122
DEM026,PUNTA PARA MARTILLO NEUMATICO DEMOLER CO,1.65132
DEM027,MANDARRIA MANGO MADERA 3 LBS IMPORTADA,0.6058
DEM028,MANGUERA 20 M P/MARTILLO NEUMATICO COMPR,8.15922
DEM029,COMPRESOR 750 CFM P/ DEMOL-SAND BLASTING,165.19
DEM030,COMPRESOR ATLAS COPCO XA 360 P/MARTILLO,96.34709
DEM031,COMPRESOR PARA PINTAR CON PISTOLA,27.307600000000004
DEM032,COMPRESOR PARA DOS MARTILLOS (CON UN MAR,220.22
DEM033,MARTILLO PARA HINCA,1101.12
DEM034,EQUIPO SANDBLASTING,59.45984999999999
DEM035,MARTILLO HIDRAULICO POCLAIN. MOD. D-70,73.181421
DEM036,COMPRESOR ATLAS COPCO 90 KD7 SIN MARTILL,104.05479
DEM037,MANDARRIA MANGO DE MADERA 12 LBS IMPORTA,0.8258
DEM038,CINCEL PLANO,1.1005
DEM039,COMPRESOR AIRE 185 CFM-102 PSI,253.28
DEM040,CINCEL DE PUNTA,1.8435
DEM041,COMPRESOR PARA POZOS,11.01
DEM042,MARTILLO DEMOLEDOR ELECTRICO 10 KG,44.03
DEM043,EQUIPO DE SAND BLASTING (SIN COMPRESOR),44.03
DEM044,COMPRESOR 375 CFM,275.29
DEM045,MARTILLO HIDRAULICO,49.5
DEM046,COMPRESOR INGELSOR RANG O SIMILAR DE 750,495.52
ELE001,CAJA DE HERRAMIENTAS (ELECTRICIDAD),33.06
ELE002,EQUIPO PARA ELECTRICIDAD,1.4968
ELE003,EQUIPO DE ELECTRICIDAD,2.18
ELE004,EQUIPO PARA INSTALACIONES TELEFONICAS,1.5858
ELE005,EQUIPO PARA TUBERIA ELECTRICA,7.69
ELE006,EQUIPO TRABAJO ELECTRICIDAD ALTA TENSION,10.90098
ELE007,JUEGO DE HERRAMIENTAS PARA ELECTRICISTA,6.9354
ELE008,HERRAMIENTAS ESPECIALES PARA TRAB. ALTO ,29.7288
ELE009,TALLER DE ELECTRICIDAD,0.33813
ELE010,EQUIPO TIPO 1 TUBERIA ELECTRICA,6.61
ELE011,CAJA C/HERRAMIENTAS CABLISTAS,13.2128
ELE012,EQUIPOS PARA ELECTRICIDAD ALTA TENSION,6.61
ELE013,EQUIPO DE ELECTRICIDAD PARA INSTALACIONE,16.49
ELE014,JUEGO DESTORNILLADORES (ATORNILLADOR)+AL,1.02405
ELE015,NAVAJA TIPO ELECTRICISTA,0.1871
ELE016,PROBADOR DE CORRIENTE MULTIMETRO SIMPSOM,11.01
ELE017,"SACABOCADOS HIDRAULICO DE 1"" A 4""",44.04432
ELE018,"TALADRO LIVIANO SKIL B&D 3/8"" O SIM",1.9822
ELE019,ZORRA HIDRAULICA MANUAL TIPO PALETA,12.12
ELE020,TORRE ILUMINACION C/PLANTA GENERACION EL,44.03
ELE021,HERRAMIENTA LIVIANA P/MEZCLAR TALADRO SK,0.48448
ELE022,ALICATE PELACABLES AUTOMATICO GREENLEE O,0.5729
ELE023,BOMBILLO Y PORTA BOMBILLO.,0.2643
ELE024,CABLE BIPOLAR NO. 12  ML,0.0462
ELE025,CABLE BIPOLAR NO.10 X ML (2X10) TSJ O SI,0.0661
ELE026,"ZORRA HIDRAULICA / ELEVACION MANUAL 2,5 ",13.51719
ELE027,PROBADOR DE CORRIENTE,0.6609
ELE028,PINZA PELACABLES /CORTADOR,0.4625
ELE029,VOLTIAMPERIMETRO ANALOGICO KYORITSU 2608,1.8056
ELE030,"DOBLADORA DE TUBO EMT 1/2"" A 1 1/2""",5.53
ELE031,"DOBLADORA DE TUBO CONDUIT 3/4""",6.61
ELE032,DOBLADORA DE TUBO EMT,5.53
ELE033,HALACABLES ELECTRICO 2000 LBS GREENLEE O,9.88
ELE034,"SACABOCADOS MANUAL DE 1/2"" A 2"" GREENLEE",2.774094
ELE035,MULTIMETRO SIMPSOM / MEDIDOR O SIMILAR,20.2592
ELE036,HALACABLE ELECTRICO 4000 LB GREENLEE O S,17.62
ELE037,EQUIPO SOLDADURA EXOTERMICA: PINZA+MOLDE,4.4
ELE038,DOBLADORA DE TUBO CONDUIT,11.01
ELE039,MOLDE PARA SOLDADURA EXOTERMICA CADWELD,0.4405
ELE040,EXTENSION ELECTRICA HASTA 25 MTS 2X16 AW,0.36006
ELE041,PERTIGA TELESCOPICA TRABAJOS ALTA TENSIO,9.84051
ELE042,PRENSA TERMINALES MANUAL PARA CABLE,3.744
ELE043,PRENSA TERMINALES HIDRAULICO CABLE HASTA,8.368
ELE044,HERRAMIENTAS P/SELLAR TUBERIAS CROUSE HI,3.0824000000000003
ELE045,EQUIPO TENSOR P/CONDUCTORES Y VIENTOS C/,11.01
ELE046,ALICATE PARA ELECTRICISTA,0.13875
ELE047,PONCHADORA DE IMPACTO P/CABLE ESTRUCTURA,0.14217
ELE048,CRIMPEADORA DE PLUG RJ45- RJ12- RJ11,0.19271
ELE049,TESTER PROBADOR ESTATUS RED/LAN,0.8940400000000001
ELE050,TESTER CCTV / CABLE UTP  / PANTALLA,4.50905
ELE051,PENTASCANNER MICROTEST REDES FLUKE O SIM,2.3115400000000004
ELE052,CAJA PARA COLOCAR HERRAMIENTAS,0.45486
ELE053,GUANTE DIELECTRICO C-3  AT 26.500 VOL /,1.6318800000000002
ELE054,GUANTE DIELECTRICO C-2  AT 17.000 VOLTIO,1.32152
ELE055,HALACABLE ELECTRICO 4000 LB GREENLEE,47.568
ELE056,PINZA TIPO ALICATE PELACABLE AUTOMATICA,0.57272
ELE057,DOBLADORA MANUAL DE 1/2 TUBO ELECTRICIDA,0.61648
ELE058,HERRAMIENTAS ELECTRICIDAD/ INSTRUMENTACI,23.11
ELI001,EQUIPOS PARA CUADRILLA EN OBRAS,0.6013000000000001
ELI002,EQUIPOS VARIOS PARA CUADRILLA,0.99435
ELI003,EQUIPO P/INST Y MANEJO DE GASES MEDICINA,38.55
ELI004,MAQUINA / PERFORADOR HIDRAULICO,660.67
EPPT01,EQUIPOS E IMPLEMENTOS DE SEGURIDAD EPP»,55.06
ESP001,ALQUILER INMUEBLE CONST. ESTRUCTURA META,110.11
ESP002,BANDERINES PLASTICOS PARA SEÑALIZACION,0.1538
ESP003,ALQUILER INMUEBLE P/HERRERIA-CARPINTERIA,165.19
ESP004,HERRAMIENTAS P/TRABAJOS DE ALUMINIO Y VI,11.0116
ESP005,"ALQUILER DE TRAILER 6 M  X 2.40 M H=2,42",82.58
ESP006,HERRAMIENTAS PARA TRABAJOS DE VIDRIO,6.606599999999999
ESP007,FINISHER PAVIMENTADORA BARBER GREENE 225,1651.67
ESP008,CORTADORA DE GRAMA,7.92792
ESP009,BOMBA DE INYECCION PERKINS O SIMILAR,9.6348
ESP010,TERMO PARA AGUA CAP=22 LT,0.6878336600000001
ESP011,EQUIPO DE SEÑALIZACION,2.18
ESP012,HERRAMIENTAS MENORES,4.4
ESP013,"MANOMETROS, TERMOMETROS, PRESOSTATOS, TE",11.011
ESP0131,BAÑO PORTATIL ECOLOGICO EXIGENCIA PETROQ,38.55
ESP014,MEZCLADOR PARA RESINAS EPOXICAS,0.66066
ESP015,RADIOS P/COMUNICACION MOTOROLA P/DIA,16.49
ESP016,MAQUINARIA PARA HINCA Y EXTRACCION,1376.39
ESP017,TABLESTACADO RECUPERABLE (M2),2.18
ESP018,TABLESTACADO METALICO POR M2 (100% RECUP,3.28
ESP019,"MANOMETRO 1000 PSI 1/2"" NPT, BOURDO, 4"" ",5.53
ESP020,ACCESORIOS PARA PRUEBA HIDROSTATICA,12.3326
ESP021,AVISO PARA SEÑALIZACION HASTA 80 X 50 CM,2.2150200000000004
ESP022,TROQUELADORA ELECTRICA DE LETRAS,88.1
ESP023,WAGON DRILL,55.05547
ESP024,IMPRESORA DESKJET O LASER C/PAPEL X DIA,4.4
ESP025,DETECTOR MANUAL PARA TUBERIAS DE ACERO,11.01
ESP026,TANQUE DE AGUA DE 3000 LTS,3.91446
ESP027,TANQUE DE AGUA DE 1500 LTS,1.88289
ESP028,MAQUINAS HINCA PILOTE ENSANCHADO TIPO FR,127.1782
ESP029,"CORTADORA DE GRAMA TORO DE 21 """,11.96511
ESP030,HERRAMIENTAS VARIAS P/TRANSP. TABLERO FR,22.0222
ESP031,EQUIPO MENOR ALCANTARILLA METALICA LLAVE,13.21
ESP032,VALLA DE SEÑALIZACION VIAL,0.6606000000000001
ESP033,BARREDORA MECANICA JOHNSTON MOD. 3000 SP,10.673063999999998
ESP034,CIZALLA/CORTADORA PARA LAMINAS HASTA 8 M,33.06
ESP035,EQUIPO DE ASPERCION-FUMIGAR P/LIQUIDO O ,6.61
ESP036,EQUIPO NEBULIZAR-ASPERSOR LIQUIDO/VENENO,5.53
ESP037,EQUIPO DE PULVERIZAR LIQUIDOS,4.4
ESP038,DESBROZADORA / DESMALEZADORA,8.449353
ESP039,MANOMETRO 0 A 100 BAR 100 ML,0.48552
ESP040,MANOMETRO DE 0 A 160 LBS,0.6167
ESP041,BALANZA CAPACIDAD= 500 KG,4.62469
ESP042,BASCULA CAMIONERA CAP=30 TON,53.95418
ESP043,ACEITERA A PRESION,1.9827
ESP044,GRASERA A PRESION,1.37772
ESP045,LANCHA-BOTE P/CARGA HASTA 2 M3 (MOTOR FU,44.03
ESP046,GABARRA MEDIANA PARA CARGA EN RIO (APURE,660.67
ESP047,BUCEO: CHALECO-TANQUE-REGULADOR P/ BUZO,110.11
ESP048,"DRAGA PARA RIOS, CANALES, LAGOS",1651.67
ESP049,BISELADOR DE LAMINAS FIBRA MINERAL,3.0396
ESP050,ASA VENTOSA PARA VIDRIO (MAX 550 KG),0.424
ESP051,TROXLER DENSIMETRO NUCLEAR (ASFALTO/ SUE,35.23548
ESP052,ESCLEROMETRO DE IMPACTO,13.21305
ESP053,ANEMOMETRO PORTATIL,7.33338
ESP054,ALQUILER DE TRAILER P/OFICINA CAMPO 10 X,110.11
ESP055,TRAILER P/OFICINA CAMPO 10 X 3 M SIN EQU,38.5387
ESP056,HERRAMIENTAS P/INSTALAR CORTAR TUBERIA P,5.53
ESP057,BAROMETRO PORTATIL,0.44048
ESP058,DETECTOR ELECTRONICO DE GASES Y FUGAS,5.9019200000000005
ESP059,EQUIPO DE EXTRUSION,34.354530000000004
ESP060,EQUIPO ELECTRONICO DE PRUEBAS,2.64304
ESP061,EQUIPO TERMOFUSION GEOMEMBRANAS,22.01
ESP062,FOTOMETRO DETECTOR PORTATIL,1.06804
ESP063,CONDUCTIMETRO MEDIDOR DE CONDUCTIVIDAD,2.81888
ESP064,LUXOMETRO MAVOLUX 5032C O SIM (ILUMINANC,6.606599999999999
ESP065,TERMOMETRO CON CONTACTO PCE-222 O SIM,1.8056
ESP066,MEDIDOR DE RADIOACTIVIDAD GS1 O SIMILAR,4.4044
ESP067,MEDIDOR RADIACION ELECTROMAGNETICA PCE-E,2.4664
ESP068,HIGROMETRO - MEDIDOR HUMEDAD C/MEMORIA S,2.7748000000000004
ESP069,MEDIDOR DE OXIGENO DISUELTO HANNA HI 914,7.267349999999999
ESP070,MEDIDOR DE PH SET PHT 810 O SIMILAR,6.0048
ESP071,RUGOSIMETRO POSITECTOR SPG O SIM,16.516799999999996
ESP072,MEDIDOR OZONO OZONOMETRO GASMAN-O3,7.487480000000001
ESP073,SONOMETRO SOUNDPRO DL C1 / MEDIDOR DE RU,6.6067
ESP074,MEDIDOR DE PARTICULAS / CONTAMINACION AI,6.095599999999999
ESP075,MEDIDOR RADIACION ULTRA VIOLETA PCE-UV34,3.94608
ESP076,MEDIDOR DE SALINIDAD DEL AGUA UPW HI 983,5.28512
ESP077,TRAJE Y MASCARA P/PROTECCION GASES PELIG,77.06
ESP078,MEDIDOR DE TEMPERATURA PCE-313 S,4.4046400000000006
