CodEqu,Descri,CosDia
HER044,SET DE OXICORTE,51.66215
HER045,SET DE OXICORTE HARRIS ACCESORIOS MASTER,6.689159999999999
HER046,SOLDADORA LINCOLN TRIFASICA DC600 220V 5,286.288
HER047,LENTES-GAFAS DE OXICORTE/ SOLDAR,0.10572
HER048,SOLDADORA LINCOLN ELECTRICA 220 V - 225 ,55.056
HER049,MORROCOY PARA OXICORTE,5.505599999999999
HER050,SOPLETE DOS PICOS CON MANGUERA,6.3300600000000005
HER051,KIT DE RODILLO/CAMISA Y BANDEJA PARA PIN,0.762
HER052,SALPICADORA RIGO,6.166799999999999
HER053,MANGUERA DE SUCCION,8.8088
HER054,"MANGUERA DE DESCARGA 2"" X 5 ML",6.606599999999999
HER055,MECHERO PARA OXICORTE,1.4840999999999998
HER056,LENTES DE SEGURIDAD,0.1101
HER057,ENVASE/BOMBONA DE ACETILENO CAPACIDAD 6 ,0.44044
HER058,ENVASE/BOMBONA DE OXIGENO CAPACIDAD 6 M3,0.7708200000000001
HER059,SOLDADORA ELECTRICA 400 AMP MOTOR DIESEL,220.22
HER060,EQUIPO PARA EMPERNAR-APRETAR PERNOS,7.91
HER061,EQUIPO DE OXICORTE HARRIS O SIMILAR,33.06
HER062,CORTADOR DE VIDRIOS MANUAL,0.991
HER063,CORTADORA AUTOMATICA DE CABILLA HASTA D=,11.01
HER064,CORTADORA AUTOMATICA DE CABILLA HASTA D=,9.8109
HER065,CARRETILLA P/BOMBONAS OXICORTE,1.41505
HER066,"CORTADORA DE CABILLA HASTA D=7/8"" MANUAL",11.01
HER067,EQUIPO SOPLETE C/BOMBONA (EXCLUYE GAS),2.18
HER068,TENAZA,0.3854999999999999
HER069,ESMERIL DE BANCO,1.8225
HER070,CARETA PARA SOLDADOR,0.7818
HER071,DELANTAL PARA SOLDADOR,0.4617
HER072,CHALECO PARA SOLDADOR,0.991
HER073,EQUIPO CORTE AIRE-PLASMA E=20 MM,6.2874
HER074,MANGAS DE CARNAZA PARA SOLDADOR,0.3524
HER075,"CINTA HALACABLE / PASACABLE 1/8"" X 15 M ",1.1012000000000002
HER076,"VOLTI-AMPERIMETRO TIPO GANCHO, 700 A SK-",3.524
HER077,JUEGO DE ALICATES 8 PIEZAS,0.30835
HER078,TALADRO DE PEDESTAL / BANCO 2 HP,15.19512
HER079,TIRFOR 0.80 TON MODELO ALBA O SIMILAR,1.76176
HER080,"ESMERIL PORTATIL 600 RPM, DEWALT 7"" O SI",7.09136
HER081,CORTADORA PARA TUBOS DE H.F DUCTIL,55.06
HER082,DOBLADORA MANUAL HASTA 24 MM,2.74393
HER083,CORTADORA AUTOMATICA DE CABILLA HASTA D=,5.28524
HER084,ROSCADORA AUTOMATICA P/TUBOS RIDGID O SI,84.8
HER085,DOBLADORA AUT. CABILLA DIAM. SUPERIOR A ,3.6997
HER086,MARTILLO TIPO PIQUETA PARA SOLDADOR,1.3224
HER087,EQUIPO PESADO TALLER,29.72
HER088,EQUIPO LIVIANO DE TALLER HERRERIA,8.368400000000001
HER089,TALADRO RADIAL 32 X 10 MM,1.32128
HER090,SOLDADORA 500 AMPERIOS GASOIL,52.027434
HER091,SOLDADORA 150 AMP - 110/220 VOLT,14.3
HER092,SOLDADORA LINCOLN AC-225 AMP O SIMILAR,44.03
HER093,SOPLETE A GASOLINA 2 LT P/SOLDAR ESTAÑO/,4.8446
HER094,PLANTA P/SOLDAR LINCOLN MOD SAE-400 GASO,32.592819000000006
HER095,"SOLDADORA, MORROCOY, TRONZADORA",13.32342
HER096,"TALADRO, SOLDADORA Y ESMERIL",39.18679
HER097,"DELANTAL, CARETA, CHALECO Y GUANTES P/SO",3.3038
HER098,CORTADORA PARA TUBOS DE HIERRO DUCTIL,11.01
HER099,BOMBONA VACIA PARA SOLDADURA/CORTE,1.1229
HER100,"KIT SOLDADURA: REGULADORES, PICOS",4.1402
HER101,GUANTES LARGO PARA SOLDADOR,0.7150000000000001
HER102,"TRONZADORA ELECTRICA 14""",5.53
HER103,EQUIPO CORTE OXIGENO-ACETILENO CAJA META,2.64268
HER104,"SOLDADORA, ESMERIL, TRONZADORA, EQ. AUTO",22.01
HER105,TALADRO ELECTRICO CON CEPILLO DE ALAMBRE,9.9096
HER106,"COMPRESOR, OXICORTE Y ESMERIL DE BANCO",19.74087
HER107,REMACHADORA MANUAL,1.1565
HER108,PRENSA HIDRAULICA ELECTRICA 100 TON,211.41
HER109,PUENTE GRUA 5 TON,55.0554
HER110,EQUIPO LIMPIEZA P/ELECTRODO CARBON K4000,0.4956
HER111,CIZALLA GUILLOTINA HIDRAULICA SIMAT 3100,5.28524
HER112,DOBLADORA HIDARULICA 125 TON SIMAT 3100 ,104.60535
HER113,SOLDADORA A GASOLINA MILLER,26.4266
HER114,MANDARRIA DE BRONCE ANTICHISPA 6 LBS,3.964
HER115,ALICATE DE PRESION VISE-GRIP O SIMILAR /,1.1056
HER116,ALICATE DE PRESION VISE-GRIP CON PRENSA,0.3635
HER117,CAJA DE DADOS CON MANGO DE 16 PZAS,0.8653799999999999
HER118,CARRUCHA ESPECIAL PARA BOMBONAS,1.24206
HER119,CARRUCHA-CARRETILLA P/MOVILIZACION,1.18932
HER120,REBORDEADORA PARA TUBERIA DE COBRE,0.4403
HER121,CHUPON / VENTOSA PARA LAMINAS DE PISO FA,0.4403
HER122,EQUIPO INDUSTRIAL DE GALVANIZADO,19.82
HER123,SOLDADORA ELECTROPUNTO,0.99099
HER124,PRENSA / PERFORADORA ELECTRICA,0.6166200000000001
HER125,SOLDADORA ELECTRICA 180 AC 110/220 V,9.88
HER126,GUILLOTINA PARA METALES,2.97297
HER127,GUANTES FORRADOS,0.0881
HER128,GUANTES DE CUERO / CARNAZA,0.1101
HER129,GUANTES ESPECIAL ALTA TENSION 4000V,1.14496
HER130,SOLDADORA INDUSTRIAL MILLER O SIMILAR,79.28
HER131,ALQUILER DE BOMBONA VACIA PARA SOLDADURA,4.4
HER132,PISTOLA AUTOMATICA FIJACION PARA CLAVOS,16.49
HER133,TIJERA PARA CORTAR PERFILES LIVIANOS,0.9912
HER134,JUEGO PARA TROQUELADO MANUAL,1.58592
HER135,BOMBONAS OXICORTE CON CARRETILLA Y ACCES,3.68291747
HER136,ESMERIL PORTATIL / MANUAL,1.47325897
HER137,SIERRA CALADORA ELECTRICA,2.1471
HER138,PRENSA TIPO SARGENTO 6 PULGADAS,0.2221632
HER139,"TRONZADORA ELECTRICA DE  14"" PARA HIERRO",2.4224
HER140,"ESMERIL PORTATIL / MANUAL 4 1/2""",0.92073982
HER141,PINZA PORTA ELECTRODOS PARA SOLDAR,0.28404
HER142,MANDARRIA DE GOMA,0.2753
HER143,LENTE DE SEGURIDAD TRANSPARENTE,0.43626
HER144,SOLDADORA POWER MIG 350 ARCO-GAS LINCOLN,29.72997
HER145,TALADRO FIJO PARA ESPESORES ESPECIALES,77.06
HER146,PUENTE GRUA 12 TON,101.8527
HER147,ROSCADORA AUTOMATICA CABILLA DIAM. MENOR,11.87
HER148,"TALADRO INALAMBRICO 3/8""",1.05704
HER149,BOMBONA VACIA PARA NITROGENO 6 M3,3.17133
HER150,PICO SOPLETE ANTORCHA P/PROPANO,3.853
HER151,MANDARRIA DE BRONCE ANTICHISPA 15 LBS,1.40938
HER152,PRENSA TIPO SARGENTO 24 PULGADAS,0.5178432000000001
HER153,"DOBLADORA TUBOS AUTOMATICA HASTA D= 4""",16.49
HER154,EQUIPO DE ARGON,33.06
HER155,EQUIPO DE CORTE,17.62
HER156,"EQUIPO DE OXICORTE C/SOPLETE, MANOMETROS",15.39
HER157,MAQUINA SOLDAR 200-225-250 AMP DIESEL,209.2
HER158,MAQUINA DE SOLDAR 400-500 AMP DIESEL,286.31
HER159,PRENSA HIDRAULICA ELECTRICA 8 TON,22.01
HER160,PRENSA HIDRAULICA ELECTRICA 30 TON,27.53
HER161,PRENSA HIDRAULICA ELECTRICA 20 TON,22.01
HER162,PRENSA HIDRAULICA ELECTRICA 50 TON,55.06
HER163,TORNO ELECTROMECANICO,165.19
HER164,MAQUINA SOLDADURA LASER 4 FUNC. 3KW 380V,101.08182
HER165,HERRAMIENTAS FABRICADOR,132.12
HER166,HERRAMIENTAS DE SOLDADOR,121.12
HER167,MAQUINA DE SOLDAR,121.12
HER168,TALADRO MAGNETICO,66.09
HER169,MANIFOLD CON CONEXIONES,126.63
HER170,"ESMERIL NEUMATICO 4 1/2""",66.09
HER171,"ESMERIL NEUMATICO 7""",77.06
HER172,ESMERILES NEUMATICOS,71.59
HER173,MAQUINA SOLDADORA P/REFINERIAS,275.29
HER174,PLOGA PARA NEUMATICOS 10KG,27.53
IMP001,EQUIPO LIVIANO DE IMPERMEABILIZACION,2.18
IMP003,EQUIPO TIPO 1 PARA IMPERMEABILIZACION,2.18
IMP004,"HARAGAN GRANDE 18"" P/IMPERMEABILIZAR",0.7928999999999999
IMP005,SOPLETE DOS PICOS C/BOMBONA (SIN GAS),14.18272
IMP006,MANTO POLIPROPILENO P/COBERTURA-PROTECCI,5.9472000000000005
IMP007,QUEMADOR A ANTORCHA GAS C/SOPLETE MANGUE,6.056000000000001
LAB001,EQUIPOS DE LABORATORIO P/PETROQUIMICA,1101.12
LIM001,EQUIPOS VARIOS DE LIMPIEZA,2.18
LIM002,ESCOBA DE NYLON,0.7929
LIM003,JUEGO DE COLETO Y HARAGAN,1.0445
LIM004,LAVAMOPAS PVC C/RUEDAS EXPRIMIDOR Y TOBO,16.516000000000002
LIM005,"JUEGO DE PALA, PICO Y MACHETE",1.0659
LIM006,"JUEGO: RASTRILLO, CEPILLO Y ESCOBA",1.3765
LIM007,CEPILLO DE ALAMBRE STANLEY O SIMILAR,0.0881
LIM008,EQUIPO PARA JARDINERIA,3.28
LIM009,RASTRILLO P/BARRER TIPO JARDINERO METALI,0.8356
LIM010,HIDROJET DE ALTA DEMANDA- HIDROLIMPIEZA,88.1
LIM011,EQUIPO DE LIMPIEZA WATERBLAST HIDROJET,77.06
LIM012,HIDROLIMPIADORA 3000 PSI - HIDROJET,55.06
LIM013,DESMALEZADORA DE MOTOR A GASOLINA,66.09
LIM014,HIDROLIMPIADOR / HIDROJET,49.5
LIM015,EQUIPO LIVIANO DE LIMPIEZA,3.28
LIM016,EQUIPO HIDROLIMPIADOR (HIDROJET),22.507
LIM017,CEPILLO MANUAL P/LIMPIEZA BARRER,0.8484
LIM018,CEPILLO CARRETERO PARA BARRER MEDIANO,0.4617
LIM019,TOBO CON EXPRIMIDOR Y RUEDAS LAVAMOPAS H,11.0116
LIM020,CAMION VACTOR 8 M3 /VACUUM/HIDROJET ACER,880.87
LIM021,PALA PARA RECOLECCION DE DESECHOS,0.06664
LIM022,PULIDORA PARA PISOS CON ACCESORIOS,12.12
LIM023,ASPIRADORA INDUSTRIAL 16 GALONES RIGID O,16.49
LIM024,JUEGO DE CEPILLO Y ESCOBA DE BARRER,0.76263
LIM025,TOBO PLASTICO PARA LIMPIEZA,0.25377
LIM026,CHUPON PARA DESTAPAR WC,0.30525
LIM027,PALA PLASTICA CON CABO P/RECOGER DESECHO,0.07904
LIM028,GUANTE PLASTICO PARA LIMPIEZA (JUEGO),0.7707
LIM029,HARAGAN PARA LIMPIEZA (JUEGO),0.7928000000000001
LIM030,CAMION VACTOR/VACUUM 8 M3 ACERO INOXIDAB,1101.12
LIM031,EQUIPO PARA WATERBLASTING,77.06
LIM032,HIDROJET DE 10.000 LBS C/ACCESORIOS,194.88
LIM033,HIDROJET DE 15.000 LBS C/ACCESORIOS,236.72
LIM034,HIDROJET DE 20.000 LBS C/ACCESORIOS,264.26
LIM035,CAMION DE VACIO TIPO CHUTO C/VACUUM,1321.31
MAQ001,BARREDORA-TRACTOR AGRICOLA,594.6
MAQ002,TIENDE TUBOS (SIDE BOOM) CAT. 572-G 40 T,2202.2
MAQ003,PLANTA GENERADORA ELECTRICA 10HP 5000W,23.78394
MAQ004,TANQUE ALMACENAMIENTO FIJO CAP 45.000 LT,7.707756
MAQ005,TIENDE TUBOS (SIDE BOOM) CAT O SIMILAR,2202.2
MAQ006,PLANTA ELECTRICA 60 KVA,88.1
MAQ007,GENERADOR PARA ILUMINACION,49.5
MAQ008,CAMION / LOW-BOY P/TRANSPORTE MAQUINARIA,770.79
MAQ009,CERNIDORA AUTOMATICA 4 HP,3.083136
MAQ010,PLANTA ELECTRICA 40 -45 KVA/ EN REFINERI,110.11
MAQ011,PLANTA ELECTRICA 70 KVA,102.39
MAQ012,TRANSFORMADOR PARA ALQUILER DE 55 KVA,44.03
MAQ013,TIRALINEAS DE 30 MTS,0.1816
MAQ014,TRANSFORMADOR PARA ALQUILER DE 25 KVA,27.53
MAQ015,TRANSFORMADOR PARA ALQUILER DE 15 KVA,22.01
MAQ016,TRANSFORMADOR PARA ALQUILER DE 10.5 KVA,19.82
MAQ017,CAMION P/TRANSPORTE DE MAQUINAS HASTA 50,385.41
MAQ018,PLANTA ELECTRICA DE 13.5 KVA,33.69388
MAQ019,PLANTA ELECTRICA 350 KVA,537.34
MAQ020,PLANTA ELECTRICA 240 KVA,339.11
MAQ021,PLANTA ELECTRICA 200 KVA,281.9
MAQ022,PLANTA ELECTRICA 175/180 KVA- INST. ESPE,418.42
MAQ023,PLANTA ELECTRICA 150 KVA,211.41
MAQ024,TRANSPORTE RETROEXCAV. O SIM. 1 VIAJE MA,220.22
MAQ025,TRANSPORTE DE POCLAIN 90. O SIM. MAXIMO ,242.23
MAQ026,TRANSPORTE DE POCLAIN 160 O SIM. MAXIMO ,440.44
MAQ027,PLANTA ELECTRICA 120 KVA,123.32
MAQ028,PLANTA ELECTRICA DE 30 KVA,63.87
MAQ029,PLANTA ELECTRICA GENERADOR / 7.5 KVA,27.53
MAQ030,PLANTA ELECTRICA MEDIANA,61.67
MAQ031,TRANSFORMADOR PARA ALQUILER DE 7.5 KVA,16.49
MAQ032,TRANSPORTE COMPRESOR O SIM. 1 VIAJE MAXI,99.12
MAQ033,TRANSPORTE RETROEXCAV. O SIM. 1 VIAJE MA,165.19
MAQ034,TRANSPORTE MINISHOVEL O SIM. 1 VIAJE MAX,110.11
MAQ035,PLANTA TRATAM. AGUAS NEGRAS L/D=24000 C=,88.08872000000001
MAQ036,PLANTA TRATAM. AGUAS NEGRAS L/D=4400 C= ,22.0222
MAQ037,TORRE DE ILUMINACION (LUZ),53.98
MAQ038,PLANTA ELECTRICA / GENERADOR DUAL 100 KV,140.93
MAQ039,TRANSPORTE RETROEXCAV. O SIM. AREA METRO,132.12
MAQ040,TRANSPORTE RETROEXCAV. AREA METROP IDA-V,132.12
MAQ041,TELEHANDLER CAT TH 330B O SIMILAR/MANIPU,660.67
MAQ042,TRANSPORTE RETROEXCAV. O SIM. 1 VIAJE MA,264.26
MAQ043,CAMION /LOW-BOY TRANSPORTE MAQUINARIA PE,330.32
MAQ044,EQUIPO ILUMINACION GEN 3KW POSTE+LAMP 40,55.06
MAQ045,GENERADOR PARA ILUMINACION,49.5
MEC001,TORQUIMETRO Y ACCESORIOS (LLAVE DINAMOME,5.505800000000001
MEC002,EQUIPO P/MONTAJE AIRE ACONDICIONADO,7.69
MEC003,EQUIPO MENOR DESMONTAR-MONTAR A/C CAJA H,9.88
MEC004,RATCHET PARA TUERCAS Y JUEGO DE DADOS,2.092
MEC005,BOMBA DE VACIO,3.39155
MEC006,DOBLADORA PARA TUBOS DE COBRE A/C,0.7159000000000001
MEC007,CAJA CON HERRAMIENTAS ELECTROMECANICAS,15.4158
MEC008,EQUIPO MANOMETRO Y MANGUERAS PRESION ALT,3.9636
MEC009,DETECTOR FUGAS DE GAS EN EQUIPOS Y TUBER,8.8088
MEC010,"MEDIDOR ELECTRICO CAPACITANCIA  A/C, CAP",1.1011
MEC011,VALVULA EN SISTEMA DE RECIRCULACION,242.23
MEC012,CONEXIONES VARIAS EN SISTEMA RECIRCULACI,110.11
MEC013,CAJA  HERRAMIENTAS P/MECANICO ESTATICO,110.11
MED001,CINTA METRICA 3 MTS METALICA O SIMILAR,0.1649
MED002,EQUIPO TOPOGRAFICO,55.06
MED003,CAUDALIMETRO MEDICION CAUDAL - VELOCIDAD,5.53
MED004,TEODOLITO CON DISTANCIOMETRO WILD O SIM,154.17
MED005,TRIPODE PARA TEODOLITO,5.53
MED006,CINTA METRICA 5 MTS METALICA O SIMILAR,0.6603
MED007,CINTA METRICA 30 MTS METALICA O SIMILAR,1.2546
MED008,CINTA METRICA 50 MTS DE FIBRA,0.38322
MED009,JALON PARA MEDICIONES DE TOPOGRAFIA,1.7612
MED010,MIRA ESTADIMETRICA TELESCOPICA P/TOPOGRA,5.5055000000000005
MED011,EQUIPO COMPROBACION PRESION / MANOMETRO ,5.53
MED012,AGUJAS METALICAS PARA CINTEO TOPOGRAFICO,0.3305
MED013,"MESA, ACCESORIOS Y EQUIPO DE DIBUJO",5.505800000000001
MED014,TEODOLITO WILD O SIMILAR CON COMPUTADORA,275.29
MED015,CINTA METRICA 25 MTS MARCA ESPN P/TOPOGR,0.99
MED016,TEODOLITO ELECTRONICO WILD PRECISION O S,77.06
MED017,TEODOLITO ESTACION TOTAL LEICA O SIMILAR,38.53885
MED018,CINTA METRICA 20 MTS METALICA O SIMILAR,0.858
MED019,NIVEL PARA TOPOGRAFIA,55.06
MED020,GPS TOPOGRAFICO,121.12
MED021,CINTA METRICA DE 8 MTS METALICA O SIMILA,0.9246
MED022,CERTIFICADOR DE CABLE UTP 6 /5E VOZ O DA,0.2753
MED023,PROBADOR DE TONO TIPO LAPIZ FLUKE O SIMI,0.94794
MED024,CABLE TESTER FLUKE NETWORKS CIQ-100 O SI,2.9069
MED025,PROBADOR DE PARES C/SEÑAL FLUKE O SIMILA,6.1660900000000005
MED026,GENERADOR DE TONO C/LAPIZ,0.92484
MED027,"EQUIPO TOPOGRAFICO: GPS, TRIPODE, PRISMA",55.06
MOV001,TRACTOR CAT D-9H O SIMILAR CON ESCARIFIC,3413.42
MOV002,CHICORA CON CABO DE MADERA,0.6612
MOV003,EQUIPO MENOR MOVIMIENTO DE TIERRAS,4.4
MOV004,MOTONIVELADORA CAT 12-G (PATROL) O SIMIL,1431.43
MOV005,MOTONIVELADORA CAT 120 H (PATROL) O SIMI,990.99
MOV006,MOTONIVELADORA CAT 14 H (PATROL) O SIMIL,1541.54
MOV007,MOTONIVELADORA CAT 140 B (PATROL) O SIMI,1238.74
MOV008,MOTOTRAILLA CAT 631 O SIM CAP = 23 M3,4294.33
MOV009,EXCAVADORA / JUMBO,660.67
MOV010,EXCAVADORA POCLAIN 125/160 O SIMILAR,440.44
MOV011,EXCAVADORA POCLAIN 160 C/MARTILLO 960,594.6
MOV012,EXCAVADORA POCLAIN 300 O SIMILAR,605.6
MOV013,EXCAVADORA POCLAIN 75 O SIMILAR,429.42
MOV014,EXCAVADORA POCLAIN 90 C/MARTILLO 600 O S,570.39
MOV015,EXCAVADORA POCLAIN 90 C/MARTILLO 720 O S,599.02
MOV016,EXTRACTOR DE TABLESTACAS,1321.31
MOV017,EXCAVADORA CAT 345 BL II RE,418.421625
MOV018,EQUIPO MENOR P/EXCAVACION MANUAL,4.4
MOV019,MAQUINA CERNIDORA AUTOMATICA PARA AGREGA,356.75947800000006
MOV020,EXCAVADORA CAT 322 CL RE,707.46295
MOV021,RETROEXCAVADORA CASE 580 O SIMILAR,385.41
MOV022,RETROEXCAVADORA CASE 580 CON MARTILLO 18,550.58
MOV023,RETROEXCAVADORA CASE 580 CON MARTILLO 30,660.67
MOV024,RETROEXCAVADORA 1 YD3 O SIMILAR,440.44
MOV025,EXCAVADORA CASE 9050,1321.31
MOV026,MINISHOVEL CARGADOR/ RETROEXCAVADORA,275.29
MOV027,RETROEXCAVADORA CASE O SIM,355.713435
MOV028,EXCAVADORA POCLAIN 90,517.51
MOV029,EXCAVADORA POCLAIN 160,495.52
MOV030,ENTIBADO METALICO,6.61
MOV031,MINISHOVEL/MINICARGADOR BOBCAT 40HP CAP=,176.17748
MOV032,TRACTOR CAT D-7R TIPO DS,2505.024235
MOV033,CARGADOR MINI SHOVEL 25 HP,275.29
MOV034,CARGADOR CAUCHO/RUEDAS CAT 950-G PAYLOAD,858.88
MOV035,TRACTOR CAT D-7G O SIMILAR,1541.54
MOV036,TRACTOR CAT D-6H CON RIPPER O SIM.,880.87
MOV037,MINISHOVEL CARGADOR BOBCAT 763 O SIM,242.23
MOV038,BALLENA CAT 49200 LTS CAT-773 CISTERNA,2092.13
MOV039,MINISHOVEL - MINICARGADOR / SKID-STEER L,269.77
MOV040,PAYLOADER GRANDE - CARGADOR DE CAUCHOS,1321.31
MOV041,TRACTOR CAT D-9 SIN RIPPER,3193.22
MOV042,CARGADOR DE CAUCHOS CAT 966 G-II (PAYLOA,924.93
MOV043,PAYLOADER - CARGADOR DE CAUCHOS/RUEDAS,1101.12
MOV044,RETROEXCAVADORA CAT 416,583.6
MOV045,CAMION ARTICULADO CAT,2126.6829259999995
MOV046,BESTIA DE CARGA / TRACCION A SANGRE (EQU,11.01
MOV047,MINISHOVEL CON MARTILLO HIDRAULICO,330.32
MOV048,EXCAVADORA CASE 9050 C/MARTILLO HIDRAULI,1541.54
MOV049,EXCAVADORA JUMBO CASE/POCLAIN 9030,1321.31
MOV050,EXCAVADORA CASE/POCLAIN 9030 CON MARTILL,1101.12
MOV051,EXCAVADORA POCLAIN 75 C/MARTILLO,429.42
MOV052,RETROEXCAVADORA CAT 416 4X4,440.44
MOV053,"CARGADOR DE ORUGA/CADENA CAT 953-C 2,25 ",1211.22
MOV054,CARGADOR DE ORUGA/CADENA,1101.12
MOV055,EXCAVADORA CAT 325,1068.09
MOV056,EXCAVADORA CAT 320C CON MARTILLO,1101.12
MOV057,VIBROCOMPACTADOR C/PATA DE CABRA CS-433E,660.67
MOV074,RETROEXCAVADORA CATERPILLAR BL60,385.41
MOV075,CARGADOR 1 YD3,563.8
MOV076,"CARGADOR 2,40 YD3 (1,83 M3)",1211.22
MOV077,"CARGADOR 4,25 YD3 (3,25 M3)",1603.22
MOV078,CAMION CHUTO CON BATEA,883.1
MOV079,"EXCAVADORA SOBRE ORUGA 1,12 YD3/ 0,86 M3",1046.03
MOV080,"EXCAVADORA SOBRE ORUGA 1,75 YD3/ 1,34 M3",1651.67
MOV081,"EXCAVADORA SOBRE ORUGA 1,83 YD3/ 1,4 M3",1761.79
MOV082,"MINISHOVEL 1,5 YD3",269.77
MOV083,"TRACTOR CAT D-8 R (4,7 M3)",2642.66
MOV084,TRACTOR CAT D-9 R (15 M3),4294.33
MSPT01,GASTOS MEDICOS-SALUD-MEDICINA CUADRILLA ,1.762
OFI001,EQUIPO E INSTRUMENTOS DE DIBUJO,1.6519
OFI002,EQUIPOS VARIOS TOPOGRAFICOS,2.345375
OFI003,DISTANCIOMETRO PARA LEVANTAMIENTOS,165.19
OFI004,"COMPUTADORA PC ESCRITORIO, CORE I5 O SIM",38.5385
OFI005,"COMPUTADORA PC I5, IMPRESORA, SOFTWARE O",36.99732
OFI006,IMPRESORA DE PLANOS,132.13296
OFI007,GUILLOTINA MANUAL DE OFICINA,4.4
OFI008,COMPUTADORA I9,110.11
OFI009,COMPUTADOR PC TIPO I5 O SIMILAR,44.04475
OFI010,COMPUTADOR TIPO I5 LAPTOP O SIMILAR,39.6402
OFI011,COMPUTADOR TIPO PC I5 CON IMPRESORA,46.2466
OFI012,LICENCIA SOFTWARE AUTOCAD /DIA,11.01
OFI013,PLOTTER PARA PLANOS,46.24655
OFI014,COMPUTADORA LAPTOP/NOTEBOOK I3 (PORTATIL,33.03275
OFI015,CALCULADORA CIENTIFICA HP50G O SIMILAR,0.99099
OFI016,GRAPADORA PAPEL CLIPPER OFICINA O SIM C/,0.17612
OFI017,MUFLA-HORNO DIGITAL 1800W 1200°C P/ENSAY,30.83108
OFI018,AGITADOR DE VIDRIO P/ENSAYOS DE LABORATO,0.02642
OFI019,AGITADOR MECANICO 400 RPM P/ENSAYOS DE L,10.02001
OFI020,CUCHARA DE CASAGRANDE ENSAYO MANUAL LIMI,0.713528
OFI021,"BALANZA, CAPACIDAD 20 KG P/ENSAYOS DE LA",6.27639
OFI022,"BALANZA, CAPACIDAD 4 KG P/ENSAYOS DE LAB",3.63366
OFI023,BANDEJA DE ALUMINIO P/ENSAYOS DE LABORAT,2.7748
OFI024,BARRA COMPACTADORA P/ENSAYOS DE LABORATO,0.55055
OFI025,BARRA ESTANDAR P/ENSAYOS DE LABORATORIO,0.07048
OFI026,BOMBA DE VACIO P/ENSAYOS DE LABORATORIO,3.63366
OFI027,CALIBRADOR P/ENSAYOS DE LABORATORIO,0.052872
OFI028,CAPSULA DE PORCELANA P/ENSAYOS DE LABORA,0.016368
OFI029,CAPSULA EVAPORADORA P/ENSAYOS DE LABORAT,0.19271
OFI030,CAPSULAS P/ENSAYOS DE LABORATORIO 50 ML,0.13874
OFI031,CUCHARA D/CASAGRANDE MOTORIZADA ENSAYO L,7.04696
OFI032,TAMIZ P/ENSAYO SUELO E11 ASTM BRONCE,0.7707700000000001
OFI033,TAMIZ P/ENSAYO SUELO E11 ASTM LANON INOX,0.46263
OFI034,CILINDRO GRADUADO P/ENSAYO LABORATORIO-J,0.46263
OFI035,COMPUTADOR TIPO LAPTOP I9,66.0666
OFI036,CONO/BOTELLA P/ENSAYO DE DENSIDAD EN CAM,0.33033
OFI037,CRISOL DE CERAMICA P/ENSAYOS LABORATORIO,0.23142
OFI038,CRONOMETRO DIGITAL P/ENSAYOS DE LABORATO,1.10331
OFI039,CUARTEADOR P/ENSAYOS DE LABORATORIO,1.54154
OFI040,CUARTEADOR MECANICO P/ENSAYOS DE LABORAT,18.53719
OFI041,CUCHARA P/ENSAYOS DE LABORATORIO,0.10773
OFI042,CUCHARON GRANDE P/ENSAYOS DE LABORATORIO,0.1154299999999999
OFI043,DESECADOR P/ENSAYOS DE LABORATORIO,1.92703
OFI044,EMBUDO P/ENSAYOS DE LABORATORIO,0.15407
OFI045,EMBUDO DE VIDRIO P/ENSAYOS DE LABORATORI,0.1154299999999999
OFI046,ENRASADOR METALICO P/ENSAYOS DE LABORATO,0.23142
OFI047,ENVASE P/ENSAYOS DE LABORATORIO,0.15407
OFI048,ENVASE DE VIDRIO GRADUADO CON TAPA P/LAB,0.11005
OFI049,CILINDRO P/ENSAYO DE PESO UNITARIO COMPA,0.105696
OFI050,ENVASE P/ PESO UNITARIO SUELTO 1000G P/L,0.7707700000000001
OFI051,AGITADOR VIBRADOR P/ENSAYO LABORATORIO T,6.60655
OFI052,ESPATULA P/ENSAYOS DE LABORATORIO,0.5613
OFI053,GUANTES TERMICOS DE AMIANTO P/ LABORATOR,0.99435
OFI054,"HIDROMETRO ""A"" PARA SUELOS 152H P/LABORA",0.23142
OFI055,"HORNO 225°C, CAPACIDAD 220 L P/LABORATOR",13.21332
OFI056,"HORNO 225°C, CAPACIDAD 98 L P/LABORATORI",23.12331
OFI057,MAQUINA DESGASTE DE LOS ANGELES P/LABORA,17.177265000000002
OFI058,COMPUTADOR TIPO LAPTOP I7 O SIM,44.044
OFI059,ESCANER DIGITAL 3D LEVANTAMIENTO NUBE PU,462.4658
OFI060,PICNOMETRO P/ENSAYOS DE LABORATORIO,3.0830800000000003
OFI061,TABLET/TELEFONO GAMA ALTA P/FOTOGRAFIA A,26.4268
OFI062,PINZA P/ENSAYOS DE LABORATORIO,0.09234
OFI063,PIPETA P/ENSAYOS DE LABORATORIO,0.13874
OFI064,PLACA DE VIDRIO P/ENSAYOS DE LABORATORIO,0.30821
OFI065,PROBETA GRADUADA P/ENSAYOS DE LABORATORI,0.5472600000000001
OFI066,RANURADOR P/ENSAYOS DE SUELOS LIMITE LIQ,0.62433
OFI067,REGLA METALICA P/ENSAYOS DE LABORATORIO,0.1001
