CodMat,Descri,UniMat,CosMat
MAT0105,"ABRAZADERA SIMPLE ROSCA HEMBRA ACUEDUCTO N.P.T 160x1""",pieza,92.61538461538461
MAT0197,ADAPTADOR PVC-H.F. ACUEDUCTO ExBORDE BATIDO D=75 mm,pieza,59.03261538461538
MAT0193,ADAPTADOR PVC-H.F. ACUEDUCTO ExBORDE BATIDO D=110 mm,pieza,77.67630769230769
MAT0194,ADAPTADOR PVC-H.F. ACUEDUCTO ExBORDE BATIDO D=160 mm,pieza,161.3833846153846
MAT0195,ADAPTADOR PVC-H.F. ACUEDUCTO ExBORDE BATIDO D=200 mm,pieza,299.84492307692307
MAT0196,ADAPTADOR PVC-H.F. ACUEDUCTO ExBORDE BATIDO D=250 mm,pieza,389.46707692307695
MAT0559,BRIDA LOCA PVC ACUEDUCTO D=75 mm,pieza,42.97353846153847
MAT0555,BRIDA LOCA PVC ACUEDUCTO D=110 mm,pieza,61.39323076923077
MAT0556,BRIDA LOCA PVC ACUEDUCTO D=160 mm,pieza,114.30892307692308
MAT0557,BRIDA LOCA PVC ACUEDUCTO D=200 mm,pieza,224.80984615384614
MAT0558,BRIDA LOCA PVC ACUEDUCTO D=250 mm,pieza,260.49476923076924
MAT2119,REDUCCION CxCPS UNISAFE PVC ACUEDUCTO 75x50mm,pieza,36.59815384615385
MAT2117,REDUCCION CxCPS UNISAFE PVC ACUEDUCTO 110x75mm,pieza,36.59815384615385
MAT2118,REDUCCION CxCPS UNISAFE PVC ACUEDUCTO 160x110mm,pieza,142.06153846153848
MAT2270,RETEN POLIPROPILENO JTA-UNISAFE D= 250 mm,pieza,10.340153846153846
MAT2271,RETEN POLIPROPILENO JTA-UNISAFE D= 315 mm,pieza,14.219692307692307
MAT2272,RETEN POLIPROPILENO JTA-UNISAFE D= 400 mm,pieza,100.1496923076923
MAT0181,"ADAPTADOR MACHO ROSCA NPT CPS D= 1/2""",pieza,0.9132307692307692
MAT0182,"ADAPTADOR MACHO ROSCA NPT CPS D= 3/4""",pieza,1.0166153846153847
MAT0180,"ADAPTADOR MACHO ROSCA NPT CPS D= 1""",pieza,1.636923076923077
MAT0132,ACONDICIONADOR DE SUPERFICIE 250 cc,pieza,74.93076923076923
MAT2334,SILLA YEE PVC CAMP.JTA.MECANICA ALCANTAR. D=200x160mm,pieza,275.9335384615385
MAT0711,CARTUCHO DE ADHESIVO 310cc,pieza,51.457076923076926
MAT2335,SILLA YEE PVC CAMP.JTA.MECANICA ALCANTAR. D=250x160mm,pieza,259.5126153846154
MAT2336,SILLA YEE PVC CAMP.JTA.MECANICA ALCANTAR. D=315x160mm,pieza,276.3643076923077
MAT2337,SILLA YEE PVC CAMP.JTA.MECANICA ALCANTAR. D=400x160mm,pieza,303.10646153846153
MAT2338,SILLA YEE PVC CAMP.JTA.MECANICA ALCANTAR. D=500x160mm,pieza,434.31876923076925
MAT0419,ASIENTO DE CAUCHO P/SILLA ALCANTAR.Novafort D=200x160mm,pieza,15.904
MAT0420,ASIENTO DE CAUCHO P/SILLA ALCANTAR.Novafort D=250x160mm,pieza,22.072615384615386
MAT0421,ASIENTO DE CAUCHO P/SILLA ALCANTAR.Novafort D=315x160mm,pieza,99.16307692307693
MAT2329,SILLA YEE PVC ALCANTARILLADO Novaloc D=635x160mm,pieza,42.131846153846155
MAT2330,SILLA YEE PVC ALCANTARILLADO Novaloc D=710x160mm,pieza,42.131846153846155
MAT2331,SILLA YEE PVC ALCANTARILLADO Novaloc D=790x160mm,pieza,42.131846153846155
MAT2332,SILLA YEE PVC ALCANTARILLADO Novaloc D=874x160mm,pieza,42.131846153846155
MAT2333,SILLA YEE PVC ALCANTARILLADO Novaloc D=949x160mm,pieza,42.131846153846155
MAT2328,SILLA YEE PVC ALCANTARILLADO Novaloc D=1025x160mm,pieza,42.131846153846155
MAT0814,CODO 45Ã‚Âº ExC JUNTA UNISAFE ALCANTARILLADO D=160mm,pieza,45.12738461538462
MAT0858,CODO 90Ã‚Âº CxC JUNTA UNISAFE ALCANTARILLADO D=160mm,pieza,75.4363076923077
MAT0868,CODO 90Ã‚Âº ExC JUNTA UNISAFE ALCANTARILLADO D=160mm,pieza,77.29723076923077
MAT0815,CODO 45Ã‚Âº PVC ALCANTARILLADO Novafort D=160mm,pieza,44.696615384615384
MAT0878,CODO 90Ã‚Âº PVC ALCANTARILLADO Novafort D=160mm,pieza,94.99323076923078
MAT0312,AMPLIACION EXCEN.PVC JTA.UNISAFE ExC ALCANTA.160x200mm,pieza,62.340923076923076
MAT0313,AMPLIACION EXCEN.PVC JTA.UNISAFE ExC ALCANTA.160x250mm,pieza,122.73476923076923
MAT3070,UNION PVC CxC JUNTA UNISAFE ALCANTARILLADO D=160mm,pieza,122.94153846153846
MAT3071,UNION PVC CxC JUNTA UNISAFE ALCANTARILLADO D=200mm,pieza,139.9827692307692
MAT3072,UNION PVC CxC JUNTA UNISAFE ALCANTARILLADO D=250mm,pieza,271.5913846153846
MAT3073,UNION PVC CxC JUNTA UNISAFE ALCANTARILLADO D=315mm,pieza,309.568
MAT3074,UNION PVC CxC JUNTA UNISAFE ALCANTARILLADO D=400mm,pieza,444.12307692307695
MAT3065,UNION PVC ALCANTARILLADO Novafort D=160mm,pieza,85.03384615384616
MAT3066,UNION PVC ALCANTARILLADO Novafort D=200mm,pieza,135.77846153846156
MAT3067,UNION PVC ALCANTARILLADO Novafort D=250mm,pieza,217.76246153846154
MAT3068,UNION PVC ALCANTARILLADO Novafort D=315mm,pieza,264.80246153846156
MAT0134,ACOPLE JA-JA PVC ALCANTARILLADO Novaloc D=635 mm,pieza,58.23015384615385
MAT0135,ACOPLE JA-JA PVC ALCANTARILLADO Novaloc D=710 mm,pieza,62.58076923076923
MAT0136,ACOPLE JA-JA PVC ALCANTARILLADO Novaloc D=790 mm,pieza,83.74553846153846
MAT0137,ACOPLE JA-JA PVC ALCANTARILLADO Novaloc D=874 mm,pieza,91.95400000000001
MAT0138,ACOPLE JA-JA PVC ALCANTARILLADO Novaloc D=949 mm,pieza,117.58953846153845
MAT0133,ACOPLE JA-JA PVC ALCANTARILLADO Novaloc D=1025 mm,pieza,130.18646153846154
MAT2127,REDUCCION EXCENTRICA PVC ALCANTAR.Novafort D=250x160mm,pieza,149.2873846153846
MAT2267,RETEN DE POLIPROPILENO P/ANILLO JTA/UNISAFE ALC.D=250mm,pieza,4.500307692307692
MAT2268,RETEN DE POLIPROPILENO P/ANILLO JTA/UNISAFE ALC.D=315mm,pieza,6.18876923076923
MAT2269,RETEN DE POLIPROPILENO P/ANILLO JTA/UNISAFE ALC.D=400mm,pieza,54.21092307692308
MAT0355,ANILLO DE GOMA ALCANTARILLADO Novafort D=160mm,pieza,1.2844615384615383
MAT0356,ANILLO DE GOMA ALCANTARILLADO Novafort D=200mm,pieza,1.9415384615384617
MAT0357,ANILLO DE GOMA ALCANTARILLADO Novafort D=250mm,pieza,3.4524615384615385
MAT0358,ANILLO DE GOMA ALCANTARILLADO Novafort D=315mm,pieza,5.110307692307693
MAT1571,KIT PARA EMPOTRAMIENTO Novafort ALCANTAR. D=200x160mm,pieza,701.8953846153846
MAT1572,KIT PARA EMPOTRAMIENTO Novafort ALCANTAR. D=250x160mm,pieza,708.288
MAT1573,KIT PARA EMPOTRAMIENTO Novafort ALCANTAR. D=315x160mm,pieza,785.7403076923077
MAT0183,"ADAPTADOR Novafort ALCAT. D=6""x160mm",pieza,25.12246153846154
MAT0058,ABRAZADERA ACER/INOX P/SILLA YE Novafort ALACT. D=200mm,pieza,190.07261538461537
MAT0059,ABRAZADERA ACER/INOX P/SILLA YE Novafort ALACT. D=250mm,pieza,202.9956923076923
MAT0060,ABRAZADERA ACER/INOX P/SILLA YE Novafort ALACT. D=315mm,pieza,231.08184615384616
MAT2822,"TUBO CONC. JTA/MORTER.D=6"" C-2 INOS L=1.15 m P=33kgf/m",m,11.683538461538461
MAT2823,"TUBO CONC. JTA/MORTER.D=8"" C-2 INOS L=1.22 m P=48kgf/m",m,16.91046153846154
MAT2821,"TUBO CONC. JTA/MORTER.D=10"" C-2 INOS L=1.22m P=68 kgf/m",m,23.982153846153846
MAT2850,"TUBO CONC.JTA/MORTER.D=12"" C-2 INOS L=1.22 m P=104kgf/m",m,33.82092307692308
MAT2851,"TUBO CONC.JTA/MORTER.D=15"" C-2 INOS L=1.22 m P=158Kgf/m",m,49.50153846153846
MAT2852,"TUBO CONC.JTA/MORTER.D=18"" C-2 INOS L=1.22 m P=216kgf/m",m,62.10753846153846
MAT2816,"TUBO CONC. JTA/GOMA D=24"" C3 COVENIN L=2.50m P=395kgf/m",m,133.4389230769231
MAT2819,"TUBO CONC. JTA/MORT. D=12"" C-3 INOS L=1.22 mP=156kgf/m",m,54.42092307692308
MAT2820,"TUBO CONC. JTA/MORT. D=18"" C-3 INOS L=1.22 mP=280kgf/m",m,86.0896923076923
MAT2836,"TUBO CONC.JTA/MORT. D=21"" C3 COVENIN L= 2.50mP=356kgf/m",m,128.82692307692307
MAT2837,"TUBO CONC.JTA/MORT. D=24"" C3 COVENIN L=2.50m P=395kgf/m",m,133.4389230769231
MAT2840,"TUBO CONC.JTA/MORT.D=24"" C4 COVENIN L=2.50m P=395kgf/m",m,179.5583076923077
MAT2838,"TUBO CONC.JTA/MORT. D=27"" C4 COVENIN L= 2.50mP=465kgf/m",m,192.1643076923077
MAT2817,"TUBO CONC. JTA/GOMA D=30"" C4 COVENIN L=2.50m P=570kgf/m",m,241.00276923076925
MAT2841,"TUBO CONC.JTA/MORT.D=33"" C4 COVENIN L=2.50m P=676kgf/m",m,276.7166153846154
MAT2835,"TUBO CONC.JTA/MORT. D=36"" C4 COVENIN L=2.50mP=780kgf/m",m,320.68384615384616
MAT2842,"TUBO CONC.JTA/MORT.D=42"" C4 COVENIN L=2.50m P=1020kgf/m",m,433.8303076923077
MAT2843,"TUBO CONC.JTA/MORT.D=48"" C4 COVENIN L=2.50m P=1288kgf/m",m,549.4363076923077
MAT2844,"TUBO CONC.JTA/MORT.D=54"" C4 COVENIN L=2.50m P=1588kgf/m",m,792.3321538461538
MAT2845,"TUBO CONC.JTA/MORT.D=60"" C4 COVENIN L=2.50m P=1924kgf/m",m,926.6933846153846
MAT2846,"TUBO CONC.JTA/MORT.D=66"" C4 COVENIN L=2.50mP=2303kgf/m",m,1079.81
MAT2847,"TUBO CONC.JTA/MORT.D=72"" C4 COVENIN L=2.50mP=2684kgf/m",m,1238.1533846153845
MAT2848,"TUBO CONC.JTA/MORT.D=84"" C4 COVENIN L=2.50mP=3592kgf/m",m,1701.8075384615386
MAT2849,"TUBO CONC.JTA/MORT.D=96"" C4 COVENIN L=2.50mP=4328 kgf/m",m,2283.835076923077
MAT2839,"TUBO CONC.JTA/MORT.D=108"" C4 COVENIN L=2.50mP=5123kgf/m",m,2666.0115384615383
MAT2814,"TUBO CONC. JTA/GOMA D=18"" C3 COVENIN L=2.50m P=280kgf/m",m,98.38815384615384
MAT2815,"TUBO CONC. JTA/GOMA D=21"" C3 COVENIN L=2.50m P=356kgf/m",m,128.82692307692307
MAT2825,"TUBO CONC.JTA/GOMA D=27"" C4 COVENIN L=2.50m P=465kgf/m",m,192.1643076923077
MAT2818,"TUBO CONC. JTA/GOMA D=33"" C4 COVENIN L=2.50m P=676kgf/m",m,276.7166153846154
MAT2826,"TUBO CONC.JTA/GOMA D=36"" C4 COVENIN L=2.50 m P=780kgf/m",m,320.68384615384616
MAT2827,"TUBO CONC.JTA/GOMA D=42"" C4 COVENIN L=2.50m P=102 kgf/m",m,433.8303076923077
MAT2828,"TUBO CONC.JTA/GOMA D=48"" C4 COVENIN L=2.50m P=1288kgf/m",m,549.4363076923077
MAT2829,"TUBO CONC.JTA/GOMA D=54"" C4 COVENIN L=2.50m P=1588kgf/m",m,792.3321538461538
MAT2830,"TUBO CONC.JTA/GOMA D=60"" C4 COVENIN L=2.50m P=1924kgf/m",m,926.6933846153846
MAT2831,"TUBO CONC.JTA/GOMA D=66"" C4 COVENIN L=2.50m P=2303kgf/m",m,1079.81
MAT2834,"TUBO CONC.JTA/GOMAD=72"" C4 COVENIN L=2.50m P=2684kgf/m",m,1238.1533846153845
MAT2832,"TUBO CONC.JTA/GOMA D=84"" C4 COVENIN L=2.50m P=3592kgf/m",m,1701.8075384615386
MAT2833,"TUBO CONC.JTA/GOMA D=96"" C4 COVENIN L=2.50m P=4328kgf/m",m,2301.9753846153844
MAT2824,"TUBO CONC.JTA/GOMA D=108"" C4 COVENIN L=2.50mP=5123kgf/m",m,2666.0115384615383
MAT1049,"CONO EXCENT.P/BOCAVISITA D=24x48"" TIPOA C-69 L/UT=1,00m",pieza,260.626
MAT1050,"CONO EXCENT.P/BOCAVISITA D=48x60"" TIPOB C-69 L/UT=0,50m",pieza,252.79615384615386
MAT0783,"CILINDRO TIPOA P/BOCAVISITA D=120cm L/UT=30,5cm BV-C-69",pieza,91.22184615384616
MAT0782,CILINDRO TIPOA P/BOCAVISITA D=120cm L/UT=61cm BV-C-69,pieza,182.44384615384615
MAT0784,"CILINDRO TIPOB P/BOCAVISITA D=150cm L/UT=30,5cm BV-C-69",pieza,164.68184615384615
MAT0785,CILINDRO TIPOB P/BOCAVISITA D=150cm L/UT=61cm BV-C-69,pieza,328.9250769230769
MAT1557,JUEGO MARCO-TAPA PESADA P/TANQ. DIAM/EMPOTRAMI. D=30cm,pieza,375.11830769230767
MAT0463,BASE P/TANQUILLA PREFABR. P/EMPOTRAMIENTO 25x15 cm.,pieza,58.09907692307692
MAT1086,"CORTE YEE DE CONCRETO D=6""",pieza,16.335538461538462
MAT0801,"CODO 45 GRADOS CONCRETO D=15cm (6"") P=9Kgf e=2.2cm",pieza,11.074923076923078
MAT1084,"CORTE DE TEE CONCRETO D= 6""",pieza,17.166153846153847
MAT0802,"CODO 45 GRADOS CONCRETO D=20 cm. (8"") P=19Kgf e=3.0cm",pieza,19.934923076923077
MAT1085,"CORTE TEE DE CONCRETO D=8""",pieza,21.014615384615386
MAT0991,"CONECTOR COPPERWELD 1,588 cm (5/8"")",pieza,17.601384615384614
MAT0986,CONDUCTOR SOLIDO DE COBRE # 4 AWG 188 Kgf/Km,Kgf,209.96923076923076
MAT2046,POSTE 8.23 m (27Ã‚Â´) EC 116 Kg. 114-89mm. (TUBULAR),pieza,939.437076923077
MAT0446,"BARRA COPPERWELD SIN CONECTOR 1,588 cm (5/8"") x 2,40 m",pieza,241.66553846153846
MAT2054,POSTE 8.23 m (27Ã‚Â´). EC 178 Kg. 140-114 mm. (TUBULAR),pieza,1209.6927692307693
MAT2055,POSTE 9.14 m (30Ã‚Â´). EC 159 Kg. 140-114-89 mm. (TUBULAR),pieza,1363.9763076923077
MAT2056,POSTE 9.14 m (30Ã‚Â´). EC 266 Kg. 168-140-114 mm (TUBULAR),pieza,1858.4386153846153
MAT2047,POSTE 10.67 m (35Ã‚Â´). EC 223 Kg.168-140-114 mm (TUBULAR),pieza,1606.9696923076922
MAT2590,TERMINAL NO AISLADO AWG 8 M6 LMTJ-8/6 DE CONDUCTORES,pieza,1.3561538461538463
MAT2048,POSTE 10.67 m (35Ã‚Â´). EC 256 Kg.178-140-114 mm (TUBULAR),pieza,2416.174
MAT2051,POSTE 11.28 m (37Ã‚Â´).EC 211 Kg 168-140-114 mm (TUBULAR),pieza,2444.087076923077
MAT2050,POSTE 11.28 m (37Ã‚Â´) EC 406 Kg. 219-168-114 mm (TUBULAR),pieza,3395.282153846154
MAT2052,POSTE 12.20 m (40Ã‚Â´).EC 284 Kg. 178-140-114 mm (TUBULAR),pieza,2418.339692307692
MAT0605,CABLE TF # 16 AWG,m,19.149076923076922
MAT2053,POSTE 12.20 m (40Ã‚Â´).EC 437 Kg. 219-168-140 mm.(TUBULAR),pieza,2601.6736923076924
MAT0542,"BRAZO A.P. TIPO LATIGO SIMPLE, D=2"" PROYECCION=2,00m",pieza,177.22246153846152
MAT2067,POSTE METALICO HEXAGONAL PARA ALUMBRADO PUBLICO DE 6 m.,pieza,862.8781538461539
MAT1552,"JUEGO DE PERNOS DE FIJACION D=1"" 4 UNIDADES",juego,321.13876923076924
MAT2068,POSTE METALICO HEXAGONAL PARA ALUMBRADO PUBLICO DE 8 m.,pieza,1135.519846153846
MAT2066,POSTE METALICO HEXAGONAL PARA ALUMB. PUBLICO DE 10 m.,pieza,1493.024
MAT0544,"BRAZO A.P. TIPO LATIGO SIMPLE, PROYECCION=2,40 m",pieza,175.17584615384615
MAT2065,POSTE METALICO HEXAGONAL PARA ALUMB PUBLICO DE 12 m.,pieza,1751.4493846153848
MAT0543,"BRAZO A.P. TIPO LATIGO SIMPLE, D=2"" PROYECCION=3,40m",pieza,187.08523076923078
MAT1097,"CRUCETA DE HIERRO DIMENSIONES= 75 x 75 x 7 mm L= 1,80 m",pieza,143.85923076923078
MAT0080,"ABRAZADERA CON 4 TORNILLOS-TUERCAS 4""- 4 1/2""",pieza,46.36938461538462
MAT2030,"PLETINA DE HG 0,63 x 3,18 x 81.28 cm (1/4 x 11/4 x 32"")",pieza,26.38723076923077
MAT0185,"ADAPTADOR PARA CRUCETA A POSTE EN H.G. 3-1/2"" x 4-1/2""",pieza,29.623076923076923
MAT2614,"TORNILLO D/MAQUINA 0,9525 cm (3/8"") x 3,810 cm (1 1/2"")",pieza,3.1147692307692307
MAT1096,CRUCETA DE HIERRO 75 X 75 X 7mm L= 2.40 m,pieza,496.9430769230769
MAT0076,"ABRAZADERA CON 3 TORNILLOS-TUERCAS 4""- 4 1/2""",pieza,49.055230769230775
MAT0075,"ABRAZADERA CON 3 TORNILLOS-TUERCAS 3""- 3 1/2""",pieza,36.30230769230769
MAT0423,"ASIENTO P/PERCHA D/ACERO GALVANIZADO DE 7,6 x 5,1 cm",pieza,6.755230769230769
MAT0255,ALAMBRE ACERO GALVANIZADO PARA ATAR CAL. 18,m,0.8253846153846154
MAT1922,PERCHA DE 2 AISLADORES CON SUS AISLADORES,pieza,105.88046153846153
MAT0077,"ABRAZADERA CON 3 TORNILLOS-TUERCAS 5""- 5 1/2""",pieza,42.67723076923077
MAT1028,CONECTOR UW-25R PARA ARVIDAL # 2-2/0,pieza,9.880615384615385
MAT1036,CONECTOR YCA PARA CALIBRES Nro. 2 AL 2/0 AWG,pieza,42.59369230769231
MAT0081,"ABRAZADERA CON 4 TORNILLOS-TUERCAS 5""- 5 1/2""",pieza,46.11507692307692
MAT1963,"PERNO DE 1 OJO 1,588 cm (5/8"") x 6,033 cm (2 3/8"")",pieza,28.06738461538462
MAT1923,PERCHA DE 4 AISLADORES CON SUS AISLADORES,pieza,149.23707692307693
MAT1924,PERCHA DE 5 AISLADORES CON SUS AISLADORES,pieza,198.31707692307694
MAT1880,PARARRAYO DE 15 KV-5 KA MARCA DELMAR,pieza,760.608
MAT1082,CORTACORRIENTE 15 KV MARCA DELMAR,pieza,118.37446153846155
MAT1422,FUSIBLE TIPO K 1-25 AMPERIOS,pieza,18.032769230769233
MAT0988,CONECTOR A COMPRESION CA10A10 # 2/0-1 x 2/0-1 HOMAC,pieza,42.59369230769231
MAT2300,SECCIONADOR MONOPOLAR 15 KV 600 A-110 Kv,pieza,1446.542153846154
MAT0628,CABLE TTU # 2/0 AWG/MCM (90Ã‚Â° C 600 V),m,552.2936923076923
MAT2643,TRANSFORM. MONOF.DIST.AEREA 37.5Kva 13.8/ 120-240V,pieza,8711.262307692308
MAT1024,"CONECTOR TORNILLO ""U"" # 0/2 (BURNDY) PF-25 S-4",pieza,43.67876923076923
MAT0116,"ABRAZADERA SOPORTE 1 TRANSFORMADOR DE 5""-7""",pieza,129.2216923076923
MAT2644,TRANSFORM. MONOF.DIST.AEREA 50 Kva. 13.8/120-240V,pieza,10142.074
MAT0627,CABLE TTU # 2 AWG/MCM (90Ã‚Â° C 600 V),m,223.2993846153846
MAT2640,TRANSFORM. MONOF.DIST.AEREA 15 Kva. 13.8/120-240V,pieza,4377.892307692307
MAT2642,TRANSFORM. MONOF.DIST.AEREA 25 Kva. 13.8/120-240V,pieza,6253.767846153845
MAT2647,TRANSFORMADOR MONOF. DISTRIB. AEREA 75Kva. 13.8/120-220,pieza,19459.615384615383
MAT2645,TRANSFORMADOR MONOF. DISTRIB. AEREA 100Kva 13.8/120-220,pieza,25946.153846153848
MAT0631,CABLE TTU # 4/0 AWG/MCM (90Ã‚Â° C 600 V),m,316.34076923076924
MAT2646,TRANSFORMADOR MONOF. DISTRIB. AEREA 167Kva 13.8/120-220,pieza,43330.07692307692
MAT0632,CABLE TTU # 500 AWG/MCM (90Ã‚Â° C 600 V),m,1563.0953846153845
MAT0984,CONDUCTOR ARVIDAL # 2/0 AWG 307 Kgf/Km,Kgf,55.63076923076923
MAT0985,CONDUCTOR ARVIDAL # 4/0 AWG 446 Kgf/Km,Kgf,36.4
MAT0540,BORNE PARA CONEXION CABLE A POSTE (GARRAPATA),pieza,9.790307692307692
MAT0795,"CLAVOS D/ACERO P/PISTOLA D/FIJACION L=1"" Caja:100 Und",pieza,0.7012307692307692
MAT1394,"FLEJE DE ACERO INOXIDABLE 1,270 cm (1/2"") L= 30 m",m,16.696615384615384
MAT1025,"CONECTOR TORNILLO ""U"" # 4 (BURNDY) PF-25 S-4",pieza,34.03738461538461
MAT2748,"TUBERIA CONDUIT D=1/2"" (SERIE PESADA) RIG. L=3.00m",m,26.476615384615386
MAT0448,"BARRA D/ANCLAJE DE 1 OJO 1,588 cm (5/8"")x20,320 cm (8"")",pieza,78.79753846153847
MAT0712,"CASQUILLO PARA GUAYA DE ACERO 0,953 cm (3/8"")",pieza,2.09
MAT1474,"GUAYA D/ACERO GALV DE 0,953 cm (3/8"") 7,70 Kgf L= 500 m",m,28.66123076923077
MAT2080,PROTECTOR TUBULAR DE VIENTO,pieza,74.48276923076924
MAT1874,PANTALLA ALUMBRADO PUBLICO TIPO PLANA,pieza,455.0401538461538
MAT2289,ROLLO DE TEIPE NEGRO # 33 (COBRA),rollo,25.110615384615386
MAT2351,"SOCATE DE PORCELANA PARA ALUMBRADO PUBLICO, ROSCA E-27",pieza,19.890769230769234
MAT0534,"BOMBILLO LUZ MIXTA, 160 W, 220 V, ROSCA E-27",pieza,99.48953846153846
MAT1697,LUM.P/A/P V/D/SODIO 250V MULTITAP OVZ COOPERLIGHT/SIMIL,pieza,732.9393846153846
MAT0428,BALASTO PARA BOMBILLO VAPOR DE MERCURIO 250 Wmax.,pieza,243.0253846153846
MAT0538,"BOMBILLO VAPOR DE MERCURIO, 175 W, ED28, ROSCA MOGUL",pieza,88.57615384615384
MAT0535,"BOMBILLO LUZ MIXTA, 250 W, 220 V, ROSCA E-40",pieza,109.69369230769232
MAT0539,"BOMBILLO VAPOR DE MERCURIO, 250 W, ED-28 ROSCA E-40/45",pieza,142.92446153846154
MAT0633,CABLE TTU # 6 AWG/MCM (90Ã‚Â° C 600 V),m,160.03123076923077
MAT1026,CONECTOR U KSU,pieza,109.16215384615384
MAT0662,CAJA D/ALUMBRADO 2x60 SIN CELULAS STIELECTRONICA 39,pieza,2545.296923076923
MAT1001,CONECTOR EMPALME (MANGUITO-AUTO) # 2,pieza,213.49092307692308
MAT1002,CONECTOR EMPALME (MANGUITO-AUTO-ALUMINIO) # 1/0,pieza,319.42
MAT1003,CONECTOR EMPALME (MANGUITO-AUTO-COBRE) # 2/0,pieza,281.56615384615384
MAT1004,CONECTOR EMPALME (MANGUITO-AUTO-COBRE) # 4/0,pieza,267.4030769230769
MAT0574,"CABEZOTE CONDUIT 2""",pieza,3.3710769230769233
MAT2750,"TUBERIA CONDUIT D=2"" (SERIE PESADA) RIG. L=3.00m",m,102.37876923076922
MAT1475,"HEBILLA D/ACERO INOXIDABLE P/FLEJE DE 1,270 cm (1/2"")",pieza,4.338615384615385
MAT1159,"CURVA CONDUIT D=2""",pieza,88.31923076923077
MAT1993,PINTURA ALUMINIO,gal,386.3076923076923
MAT2003,PINTURA NEGRA DE ASFALTO MASTIC ROOF,gal,312.5976923076923
MAT2358,SOLVENTE UNIVERSAL,gal,192.38292307692308
MAT1886,PAVICRETO 30 F.POLIPROPILENO MOD.ROT.FLEX= 30 Kgf/cm2,m3,364.8064615384615
MAT1887,PAVICRETO 35 F.POLIPROPILENO MOD.ROT.FLEX= 36 Kgf/cm2,m3,261.14384615384614
MAT1888,PAVICRETO 40 F.POLIPROPILENO MOD.ROT.FLEX= 40 Kgf/cm2,m3,274.7376923076923
MAT1889,PAVICRETO 45 (MODULO ROTURA FLEXION= 45 Kgf/cm2),m3,2636.224846153846
MAT1890,PAVICRETO 50 (MODULO ROTURA FLEXION= 50 Kgf/cm2),m3,288.24615384615385
MAT1892,"PAVIMEX 30 Kgf/cm2 BOMBA As = 5"" F. DE POLIPROPILENO",m3,395.61738461538465
MAT1896,"PAVIMEX 36 Kgf/cm2 BOMBA As = 5"" F. DE POLIPROPILENO",m3,420.5126153846154
MAT1900,"PAVIMEX 40 Kgf/cm2 BOMBA As = 5"" F. DE POLIPROPILENO",m3,433.34046153846157
MAT1904,"PAVIMEX 44 Kgf/cm2 BOMBA As = 5"" F. DE POLIPROPILENO",m3,445.5833846153846
MAT1908,"PAVIMEX 47 Kgf/cm2 BOMBA As = 5"" F. DE POLIPROPILENO",m3,459.4893846153846
MAT0264,ALAMBRON D=5.20mm (TRIPA DE POLLO) P=0.167Kgf/m L=6m,Kgf,25.59353846153846
MAT0581,"CABILLA D=3/8"" Fy=4200Kgf/cm2 L=12m P=0,559Kgf/m",Kgf,19.278153846153845
MAT0582,"CABILLA D=5/8"" Fy=4200Kgf/cm2 L=12m P=1,554Kgf/m",Kgf,13.246153846153845
MAT0583,"CABILLA D=7/8"" Fy=4200Kgf/cm2 L=12m P=3,045Kgf/m",Kgf,11.732615384615384
MAT0579,"CABILLA D=1/2"" Fy=4200Kgf/cm2 L=12m P=0,994Kgf/m",Kgf,14.948307692307692
MAT0580,"CABILLA D=3/4"" Fy=4200Kgf/cm2 L=12m P=2,237Kgf/m",Kgf,10.93876923076923
MAT1750,"MALLA ELECTROSOLDADA 5""x 5""R=120 m2/Aprox.1.66 Kgf/m2",Kgf,16.982615384615382
MAT1745,MADERA TABLA/SAQUI-SAQUI/SIN CEPILLAR/NI ESCOGER MED.,m3,7997.669230769231
MAT0415,ASFALTO DILUIDO RC-250,l,2.923076923076923
MAT1316,"EDF-9924 SUM.EN PLANTA MEZC.ASFAL., S/TRANSPORTE AGREG.",tf,193.27030769230768
MAT0948,"CONCRETO HIDROFO. PREMEZ. fÃ‚Â´c=250Kgf/cm2 IMPERMEX As=5""",m3,441.0843076923077
MAT2622,TORNILLO PARA ABRAZADERA,pieza,0.4804615384615385
MAT0095,"ABRAZADERA PARA PLETINA DIAMETRO= 2""",pieza,1.1715384615384616
MAT0545,"BRAZO ALUM. DOBLE PASANTE P/CERCA CICLON D=2""",pieza,47.03738461538461
MAT1759,"MALLA PLASTIFICADA CAL.10 60/25 h=1,80 m ROLLO DE 25 m",m,71.0753846153846
MAT1761,"MALLA PLASTIFICADA CAL.11 60/25 h=1,80 m ROLLO DE 25 m",m,53.50707692307692
MAT1760,MALLA PLASTIFICADA CAL.10 60/25 h=3 m ROLLO DE 25 m,m,125.56353846153846
MAT2070,"POSTE METALICO PARA CERCAS D= 2"" h=6,50 m",pieza,480.328
MAT1762,MALLA PLASTIFICADA CAL.11 60/25 h=3 m ROLLO DE 25 m,m,95.02276923076923
MAT0402,ARBOL DE APAMATE TAMAÃƒâ€˜O PEQUEÃƒâ€˜O,und,14.202923076923078
MAT2592,TIERRA NEGRA ABONADA,m3,161.8493846153846
MAT1283,EDF-9032 MANTENIMIENTO DE ARBORIZACION,pza,4.310923076923077
MAT0123,ACACIAS,und,3.087076923076923
MAT0704,CAOBA ANTILLAS,und,13.634307692307692
