CodMat,Descri,CosMat
MEC178,A/C SOPORTE/BASE PARA AIRE ACONDICIONADO,33.09
MEC179,A/C AIRE DE VENTANA 36000 BTU CARRIER O ,1322.37
MEC180,A/C SPLIT INSTALACION HASTA 24000 BTU SE,110.19
MEC181,A/C INSTALACION DE SPLIT 24000-36000 BTU,165.32
MEC182,A/C REJA SENCILLA P/PROTECCION AIRE,5.76
MEC183,LIQUIDO QUIMICO PARA LIMPIEZA A/C,5.54
MEC184,SPRAY LIMPIADOR CONTACTOS ELECTRICOS,6.62
MEC185,A/C ARMAFLEX EN TIRAS PARA TUBERIA,1.75
MEC186,"A/C FILTRO SECADOR DE CONEXION D=3/8"" \",19.84
MEC187,"A/C FILTRO SECADOR CONEXION D= 1/2"" \",24.26
MEC188,"VENTILADOR EXTRACTOR 8"" 1300 RPM 750 M3/",141.04
MEC189,"VENTILADOR EXTRACTOR 8"" 1300 RPM 750 M3/",176.32
MEC190,"VENTILADOR EXTRACTOR  10"" 1300 RPM 1250 ",230.29
MEC191,"VENTILADOR EXTRACTOR 10"" 1300 RPM 1250 M",195.03
MEC192,"A/C DUCTO FLEXIBLE D=4"" AISLADO C/FIBRA ",7.38
MEC193,A/C FILTRO SENCILLO P/AIRE ACONDICIONADO,3.28
MEC194,ZONIFICADOR AZ88 P/CENTRAL INCEN AZ255 S,46.29
MEC195,SUPERVISOR ALTAVOZ  CON TRANSF. SATN/SAT,8.81
MEC196,SUPERVISOR ALTAVOZ  CON TRANSF. SATN/SAT,8.81
MEC197,CAJA DIFUSOR SONIDO INCENDIO 30-50W D30,38.58
MEC198,CAJA DIFUSOR SONIDO INCENDIO 10W D10,38.58
MEC199,DETECTOR IONICO INCENDIO 1412 IMPORTADO ,99.2
MEC200,DETECTOR HUMO FOTOELECTRICO AFBK 2 HILOS,55.1
MEC201,DETECTOR HUMO FOTOELECTRIC/TERMICO AFBK2,42.94
MEC202,DETECTOR IONICO DE BATERIA 9V D021 INCEN,38.58
MEC203,SPRAY PARA PROBAR DETECTOR IONICO INCEND,52.86
MEC204,RELOJ DIGITAL CON HORA FECHA,93.67
MEC205,LIMPIADOR DIELECTRICO P/LIMPIEZA CONTACT,7.95
MEC206,LIMPIADOR ND290 NITROGENO P/TUBERIAS REF,8.81
MEC207,A/C ACEITE PARA COMPRESOR DE REFRIGERACI,24.26
MEC208,PERMANGANATO DE POTASIO,0.42
MEC209,FILTRO PARA MOTOR A GASOIL,25.36
MEC210,AGUA DESTILADA POR LITRO,2.72
MEC211,CORREAS PARA MOTOR,49.97
MEC212,A/C FILTRO PARA REJILLAS,8.81
MEC213,REPUESTOS MENORES PARA MANTENIMIENTO MOT,5.54
MEC214,FILTRO DE ACEITE (NACIONAL) PARA MOTOR,12.13
MEC215,MATERIALES PARA INSTALACION,0.21
MEC216,ASCENSOR 6 PERS. PAR/IMP MAX=1 M/S RECOR,15427.86
MEC217,"FIBRA DE VIDRIO (LANA) CON ALUMINIO E=1""",5.45
MEC218,"FIBRA DE VIDRIO E=1"" A/C",5.45
MEC219,"FIBRA DE VIDRIO E=1,5"" A/C",6.22
MEC220,A/C GAS REFRIGERANTE R-12 O EQUIVALENTE ,25.91
MEC221,A/C GAS REFRIGERANTE ECOLOGICO R410A \,20.91
MEC222,VENTILADOR DE 3 ASPAS INDUSTRIAL P/TECHO,117.92
MEC223,A/C CONDENSADORA D.VER.220/3F 6T YORK O ,4297.76
MEC239,"DIFUSOR DE ALUMINIO 16"" X 16"" 4 VIAS C/C",132.23
MEC240,"DIFUSOR LINEAL DE 2 1/2"" X 24""",38.22
MEC241,"DIFUSOR LINEAL DE 3"" X 20""",69.41
MEC242,"DIFUSOR LINEAL DE 3"" X 24""",80.47
MEC243,"DIFUSOR LINEAL DE 4"" X 24""",87.07
MEC244,"REJILLA LINEAL DE RETORNO DE 12"" X 4""",30.85
MEC245,"REJILLA RETORNO 14"" X 6"" S/CONT VOLUMEN",27.55
MEC246,"REJILLA DE RETORNO 16"" X 6""  ALUMINIO",29.74
MEC247,"REJILLA LINEAL DE RETORNO DE 20"" X 4""",52.91
MEC248,"REJILLA LINEAL DE RETORNO DE 20"" X 6""",60.17
MEC249,"REJILLA LINEAL DE RETORNO DE 24"" X 6""",59.52
MEC250,"DIFUSOR DE ALUMINIO 10"" X 6""",39.97
MEC251,"REJILLA LINEAL DE RETORNO DE 48"" X 6""",126.73
MEC252,"DIFUSOR LINEAL DE SUMINISTRO DE 12"" X 4""",36.34
MEC253,"DIFUSOR LINEAL DE SUMINISTRO DE 12"" X 6""",69.41
MEC254,"DIFUSOR LINEAL DE SUMINISTRO DE 14"" X 6""",46.29
MEC255,"DIFUSOR LINEAL DE SUMINISTRO DE 16"" X 6""",80.47
MEC256,"DIFUSOR LINEAL DE SUMINISTRO DE 20"" X 4""",71.65
MEC257,"DIFUSOR LINEAL DE SUMINISTRO DE 20"" X 6""",60.63
MEC258,"DIFUSOR LINEAL DE SUMINISTRO DE 24"" X 6""",102.52
MEC259,"DIFUSOR LINEAL ALUMINIO DE 36"" X 4""",93.24
MEC260,"REJILLA DE RETORNO DE 20"" X 8""",45.17
MEC261,VENTILADOR / EXTRACTOR PA-6,74.95
MEC262,A/C FILTRO REJILLA P/AIRE ACONDICIONADO ,17.64
MEC263,A/C FILTRO SECADOR P/AIRE ACONDICIONADO ,17.1
MEC264,A/C FILTRO SECADOR P/AIRE ACONDICIONADO ,13.22
MEC265,"A/C DUCTO - MANGUERA AISLADA DE 10""",10.38
MEC266,"A/C DUCTO - MANGUERA AISLADA DE 12""",13.22
MEC267,"A/C DUCTO - MANGUERA AISLADA DE 4""",6.62
MEC268,"A/C DUCTO - MANGUERA AISLADA DE 6""",8.12
MEC269,A/C PRESOSTATO DUAL DE BAJA Y ALTA PRESI,110.19
MEC270,"REJILLA RETORNO 20"" X 14""  S/CONTROL DE ",66.14
MEC271,"REJILLA RETORNO 26"" X 14""  S/CONTROL DE ",78.25
MEC272,"REJILLA RETORNO 24"" X 24""  S/CONTROL DE ",77.13
MEC273,"REJILLA RETORNO 10"" X 10""  S/CONTROL DE ",37.01
MEC274,"REJILLA RETORNO 10"" X 12""  S/CONTROL DE ",26.45
MEC275,"REJILLA RETORNO ALUMINIO 20"" X 10"" S/C",60.63
MEC276,"REJILLA RETORNO ALUMINIO 30"" X 10"" S/C",88.17
MEC277,"REJILLA RETORNO/EXTRACCION 12"" X 8"" ALUM",25.36
MEC278,"REJILLA RETORNO/EXTRACCION 14""X14"" S/C",44.07
MEC279,"REJILLA RETORNO 14"" X 8"" SIN CONT. VOLUM",36.34
MEC280,"REJILLA RETORNO 18"" X 18""  S/CONTROL DE ",49.54
MEC281,"REJILLA RETORNO ALUMINIO 30"" X 6"" S/C",58.41
MEC282,"REJILLA RETORNO/EXTRACCION 8""X8"" S/C",27.55
MEC283,"REJILLA RETORNO/EXTRACCION 8""X3"" S/C",15.28
MEC284,"REJILLA RETORNO 14"" X 6"" C/CONT VOLUMEN",30.85
MEC285,"REJILLA DE SUMINISTRO C/C DE 16"" X 6""",40.23
MEC286,"REJILLA SUMINISTRO  20"" X 8"" C/CONTROL V",48.66
MEC287,"REJILLA LINEAL DE RETORNO DE 16"" X 4""",27.55
MEC288,"REJILLA RETORNO ALUMINIO 30"" X 4"" S/C",57.34
MEC289,"REJILLA LINEAL DE RETORNO DE 22"" X 4""",30.41
MEC290,RELOJ SEMANARIO DOBLE BANCARIO,77.13
MEC291,RELOJ SEMANARIO SIMPLE BANCARIO,122.31
MEC292,RETARDADOR EN SISTEMA INCENDIO,8.81
MEC293,TERMOSTATO DIGITAL DE AMBIENTE,88.17
MEC294,TUBO ELECTRICIDAD LIQUID TIGHT LT DE 1 1,19.29
MEC295,"TUBO ELECTRICIDAD LIQUID TIGHT LT DE 1""",14.31
MEC296,"TUBO ELECTRICIDAD LIQUID TIGHT LT DE 2""",29.42
MEC297,TUBO ELECTRICIDAD LIQUID TIGHT LT DE 3/4,8.81
MEC298,"TUBO ELECTRICIDAD LIQUID TIGHT LT D=4"" H",117.92
MEC299,A/C VISOR DE LIQUIDO Y CONTROL HUMEDAD D,33.09
MEC300,A/C VISOR DE LIQUIDO CONTROL DE HUMEDAD ,30.85
MEC301,"A/C DUCTO - MANGUERA AISLADAS DE 8""",8.81
MEC302,"A/C DUCTO FLEXIBLE D=8"" SIN AISLANTE",8.81
MEC303,A/C UNIDAD MANEJADORA/UMA FAN COIL 11 TO,6611.93
MEC304,"A/C DUCTO FLEXIBLE D=8"" C/AISLANTE",11.02
MEC305,"A/C DUCTO FLEXIBLE D=4"" C/AISLANTE",6.62
MEC306,"A/C DUCTO FLEXIBLE D=4"" SIN AISLANTE",4.75
MEC307,"A/C DUCTO FLEXIBLE D=10"" SIN AISLANTE",10.38
MEC308,"A/C DUCTO FLEXIBLE D=10"" C/AISLANTE",12.13
MEC309,"TUBO H.N. SCH 40 D= 3"" FLUIDOS 11,28 K/M",67.5
MEC310,A/C AISLAMIENTO TERMICO P/TUBOS AGUA HEL,1.03
MEC311,A/C UNIDAD MANEJADORA/UMA FAN COIL 14 TO,6171.13
MEC312,"TUBO H.N. SCH 40 D= 2"" FLUIDOS 5,43 K/M",34.45
MEC313,"TUBO H.N. SCH 40 D=2 1/2"" FLUIDOS 8,62 K",51.62
MEC314,"TUBO H.N. SCH 40 D= 1 1/2"" FLUIDOS 4,05 ",24.25
MEC315,"TUBO H.N. SCH 40 D= 1 1/4"" FLUIDOS 3,38 ",20.87
MEC316,"CODO 90 H.N. SCH 40 D= 3"" FLUIDOS 2,18 K",29.74
MEC317,"CODO 90 H.N. SCH 40 D= 2 1/2"" FLUIDOS 1,",24.26
MEC318,"CODO 90 H.N. SCH 40 D= 2"" FLUIDOS 0,71 K",19.84
MEC319,"CODO 90 H.N. SCH 40 D= 1 1/4"" FLUIDOS 0,",14.31
MEC320,"TEE H.N. SCH 40 D= 3"" P/AGUA",66.14
MEC321,"TEE H.N. SCH 40 D= 2 1/2"" P/AGUA",60.63
MEC322,"TEE H.N. SCH 40 D= 2 "" P/AGUA",49.54
MEC323,"TEE H.N. SCH 40 D= 1 1/4 "" P/AGUA",25.36
MEC324,"CODO 90 H.N. SCH 40 D= 3"" FLUIDOS 2,18 K",30.85
MEC325,VALVULA MOTORIZADA ACTUADOR 2 VIAS 1 1/2,121.22
MEC326,VALVULA MOTORIZADA ACTUADOR PROPORC 2 VI,121.22
MEC327,TERMOSTATO MODULANTE PARA AGUA HELADA,132.23
MEC328,A/C AISLAMIENTO TERMICO P/TUBOS AGUA HEL,2.96
MEC329,A/C AISLAMIENTO TERMICO TUBO AG. HELADA ,2.65
MEC330,A/C AISLAMIENTO TERMICO TUBO AGUA HELADA,2.37
MEC331,A/C AISLAMIENTO TERMICO TUBO AG. HELADA ,2.18
MEC332,A/C AISLAMIENTO TERMICO TUBO AG. HELADA ,2.18
MEC333,"CONECTOR RECTO LIQUID TIGHT LT D=2"" HERM",37.45
MEC334,"CONECTOR RECTO LIQUID TIGHT LT DE 1"" HER",15.4
MEC335,"CONECTOR CURVO LIQUID TIGHT LT D=1"" HERM",22.02
MEC336,"CONECTOR CURVO LIQUID TIGHT LT D=3"" HERM",272.2
MEC337,VENTILADOR EXTRACTOR HONGO 1486 CFM 1/2 ,121.22
MEC338,TUBO ELECTRICIDAD LIQUID TIGHT LT DE 1/2,5.54
MEC339,"CONECTOR CURVO LIQUID TIGHT D=1/2"" HERME",7.69
MEC340,"CONECTOR RECTO LIQUID TIGHT D=1/2"" HERME",7.69
MEC341,"CONECTOR CURVO LIQUID TIGHT LT D=2"" HERM",57.34
MEC342,A/C AISLAMIENTO ARMAFLEX DEXT TUBERIA CO,3.69
MEC343,MINI BOMBA CONDENSADO P/DESCARGA SPLIT P,104.68
MEC344,ASCENSOR 4 PERSONAS PAR/IMP MAX=1 M/S R=,14105.45
MEC345,A/C GAS REFRIGERANTE FREON 11-R11 P/FRIG,18.73
MEC346,"TUBO ELECTRICIDAD LIQUID TIGHT LT DE 3""",85.53
MEC347,ALTAVOZ  CONICO,77.13
MEC348,FORMULA MECANICA EN SPRAY / ACEITE LUBRI,5.54
MEC349,"CONECTOR CURVO LIQUID TIGHT LT D=3/4"" HE",13.22
MEC350,"CONECTOR RECTO LIQUID TIGHT LT D=4"" HERM",242.42
MEC351,"CONECTOR RECTO LIQUID TIGHT LT D=3"" HERM",125.62
MEC352,"CONECTOR CURVO LIQUID TIGHT LT D=4"" HERM",330.58
MEC353,A/C DUCTO ACERO GALVANIZADO CALIBRE 18 A,4.41
MEC354,"TUBO H.N. SCH 40 D= 1"" FUIDOS 2,5 K/M",16.34
MEC355,"TUBO H.N. SCH 40 D= 5"" FLUIDOS 21,76 K/M",130.2
MEC356,"CODO 90 H.N. SCH 40 D= 1"" FLUIDOS 0,16 K",12.13
MEC357,"CODO 90 H.N. SCH 40 D= 1 1/2"" FLUIDOS 0,",14.31
MEC358,"CODO 90 H.N. SCH 40 D= 4""  FLUIDOS 4,16 ",50.95
MEC359,"DIFUSOR DE ALUMINIO 12"" X  8"" 4V C/C",71.45
MEC360,"DIFUSOR DE ALUMINIO ANODIZADO 40"" X 4""",106.56
MEC361,"CONCHA AISLANTE ANIME  3/4""X 1M E=1"" A/C",3.28
MEC362,"REJILLA RETORNO 10"" X 10""  C/CONTROL DE ",44.07
MEC363,"REJILLA RETORNO/EXTRACCION 16"" X 12"" ALU",41.85
MEC364,"DIFUSOR DE ALUMINIO 16"" X 12"" C/C",127.88
MEC365,"REJILLA RETORNO 24"" X 44""",133.35
MEC366,"REJILLA RETORNO/EXTRACCION 8""X4"" S/C",20.91
MEC367,"CONCHA AISLANTE ANIME  1""X 1M E=1"" A/C",5.54
MEC368,"CONCHA AISLANTE ANIME  2""X 1M E=1"" A/C",8.81
MEC369,"CONCHA AISLANTE ANIME  3""X 1M E=1"" A/C",13.22
MEC370,"CONCHA AISLANTE ANIME  4""X 1M E=1"" A/C",15.4
MEC371,"CONCHA AISLANTE ANIME  6""X 1M E=1"" A/C",19.84
MEC372,FIBRA DE VIDRIO BARRERA VAPOR E=50MM REC,5.03
MEC373,"A/C ARMAFLEX EN LAMINAS E= 1/2""",24.26
MEC374,"MARCO, TOLVA Y TAPA P/BAJANTE DUCTO BASU",77.13
MEC375,"DUCTO BASURA POR PISO HASTA H=2,6 M",613.8
MEC376,A/C AISLAMIENTO ARMAFLEX DEXT TUBERIA CO,1.83
MEC377,A/C AISLAMIENTO ARMAFLEX DEXT TUBERIA CO,2.29
MEC378,A/C AISLAMIENTO ARMAFLEX DEXT TUBERIA CO,2.42
MEC379,A/C AISLAMIENTO ARMAFLEX DEXT TUBERIA CO,2.92
MEC380,A/C AISLAMIENTO ARMAFLEX DEXT TUBERIA CO,2.98
MEC381,A/C AISLAMIENTO ARMAFLEX DEXT TUBERIA CO,4.08
MEC382,"CODO TUBO COBRE 90 P/SOLDAR DNOMI 3/8"" D",1.58
MEC383,"CODO TUBO COBRE 90 P/SOLDAR DNOMI 1/2"" D",2.36
MEC384,"CODO TUBO COBRE 90 P/SOLDAR DNOMI 5/8"" D",5.37
MEC385,"CODO TUBO COBRE 90 P/SOLDAR DNOMI 3/4"" D",8.22
MEC386,"CODO TUBO COBRE 90 P/SOLDAR DNOMI 1"" DEX",11.63
MEC387,"CODO TUBO COBRE 90 P/SOLD DNOMI 1 1/4"" D",16.33
MEC388,"CODO TUBO COBRE 90 P/SOLDAR DNOMI 1/4"" D",2.51
MEC389,"CODO TUBO COBRE 90 P/SOLD DNOMI 1 1/2"" D",25.51
MEC390,"CODO TUBO COBRE 90 P/SOLD DNOMINAL 2"" DE",48.45
MEC391,"CODO TUBERIA COBRE 45 SOLDAR DNOMI 1/4"" ",1.29
MEC392,"CODO TUBO COBRE 45 P/SOLDAR DNOMI 1/2"" D",1.75
MEC393,"CODO TUBO COBRE 45 P/SOLDAR DNOMI 5/8"" D",5.49
MEC394,"CODO TUBO COBRE 45 P/SOLDAR DNOMI 3/4"" D",8.22
MEC395,"CODO TUBO COBRE 45 P/SOLDAR DNOMI 3/4"" D",7.86
MEC396,"CODO TUBO COBRE 45 P/SOLDAR DNOMI 1"" DEX",8.87
MEC397,"CODO TUBO COBRE 45 P/SOLD DNOMI 1 1/4"" D",14.31
MEC398,"CODO TUBO COBRE 45 P/SOLD DNOMI 1 1/2"" D",19.84
MEC399,"CODO TUBO COBRE 45 P/SOLD DNOMINAL 2"" DE",34.21
MEC400,"CODO TUBO COBRE 45 P/SOLDAR DNOMI 3/8"" D",1.58
MEC401,"TUBO H.N. SCH 40 D= 4"" FLUIDOS 16,06 K/M",96.09
MEC402,"ANILLO TUBO COBRE P/SOLDAR DNOMI 3/8"" DE",1.29
MEC403,"ANILLO TUBERIA COBRE P/SOLDAR DNOMI 1/4""",1.08
MEC404,"ANILLO TUBO COBRE P/SOLDAR DNOMI 1/2"" DE",1.5
MEC405,"ANILLO TUBO COBRE P/SOLDAR DNOMI 5/8"" DE",2.97
MEC406,"ANILLO TUBO COBRE P/SOLDAR DNOMI 3/4"" DE",3.99
MEC407,"ANILLO TUBO COBRE P/SOLDAR DNOMI 1"" DEXT",4.86
MEC408,"ANILLO TUBO COBRE SOLDAR DNOMI 1 1/4"" DE",7.5
MEC409,"ANILLO TUBO COBRE SOLDAR DNOMI 1 1/2"" DE",10.59
MEC410,"TEE TUBO DE COBRE P/SOLDAR DNOMI 1/4"" DE",1.07
MEC411,"TEE TUBO DE COBRE SOLDAR DNOMI 1 1/2"" DE",19.37
MEC412,"TEE TUBO DE COBRE P/SOLDAR DNOMI 3/8"" DE",2.18
MEC413,"TEE TUBO DE COBRE P/SOLDAR DNOMI 1/2"" DE",2.83
MEC414,"TEE TUBO DE COBRE P/SOLDAR DNOMI 5/8"" DE",3.83
MEC415,"TEE TUBO DE COBRE P/SOLDAR DNOMI 3/4"" DE",7.69
MEC416,"TEE TUBO DE COBRE P/SOLDAR DNOMI  1"" DEX",9.5
MEC417,"TEE TUBO DE COBRE SOLDAR DNOMI 1 1/4"" DE",13.63
MEC418,"TEE TUBO DE COBRE SOLDAR DNOMI 1 1/2"" DE",19.37
MEC419,"TUBO H.N. SCH 40 D= 6"" FLUIDOS 28,23 K/M",168.92
MEC420,"TUBO H.N. SCH 40 D= 8"" FLUIDOS 38,02 K/M",227.51
MEC421,"TUBO H.N. SCH 40 D= 10"" FLUIDOS 60,24 K/",360.47
MEC422,"TUBO H.N. SCH 40 D= 12"" FLUIDOS 79,66 K/",476.68
MEC423,"TUBO H.N. SCH 40 D= 14"" FLUIDOS 94,31 K/",564.36
MEC424,"TUBO H.N. SCH 40 D= 3/4"" FLUIDOS 1,682 K",10.08
MEC425,"TUBO H.N. SCH 40 D= 1/2"" FLUIDOS 1,265 K",7.94
MEC426,"CODO 90 H.N. SCH 40 D= 5""  FLUIDOS 6,85 ",77.13
MEC427,"CODO 90 H.N. SCH 40 D= 6""  FLUIDOS 10,87",108
MEC428,"CODO 90 H.N. SCH 40 D= 8""  FLUIDOS 21,52",198.38
MEC429,"CODO 90 H.N. SCH 40 D= 10""  FLUIDOS 38,6",242.42
MEC430,"CODO 90 H.N. SCH 40 D= 3/4 "" FLUIDOS O,0",6.62
MEC431,"CODO 90 H.N. SCH 40 D= 1/2 "" FLUIDOS O,0",5.54
MEC432,"TEE H.N. SCH 40 D= 4 "" P/AGUA",108
MEC433,"TEE H.N. SCH 40 D= 1 1/2 "" P/AGUA",27.55
MEC434,"TEE H.N. SCH 40 D= 6 "" P/AGUA",174.12
MEC435,"TEE H.N. SCH 40 D= 10 "" P/AGUA",330.58
MEC436,A/C COMPRESOR 220V 3 TON\,661.2
MEC437,FILTRO SECADOR PARA A/C 10 TON \,33.09
MEC438,A/C COMPRESOR 220V 1 TON\,239.14
MEC439,"A/C COMPRESOR 1,5 TON 220V \",275.51
MEC440,A/C COMPRESOR 5 TON\,991.78
MEC441,A/C COMPRESOR 2 TON RESIPROCANTE \,385.72
MEC442,A/C COMPRESOR 220V 2 TON\,275.51
MEC443,A/C ACEITE REFRIGERACION P/COMPRESOR \,89.26
MEC444,A/C ACEITE P/COMPRESOR REFRIGERACION R-1,88.17
MEC445,CORREA B55 P/TRANSMISION BLOWER EVAPORAC,16.6
MEC446,CORREA TIPO B77 PARA UNIDADES A/C \,18.41
MEC447,FILTRO SECADOR PARA A/C 5 TON \,24.26
MEC448,"FILTRO SECADOR PARA A/C 2,5 A 3 TON \",13.22
MEC449,"FILTRO SECADOR PARA A/C 7,5 TON \",27.55
MEC450,"FILTRO SECADOR PARA A/C 1,5 A 2 TON \",12.13
MEC451,A/C FLAPPERS DE ALTA PARA COMPRESOR\,33.09
MEC452,A/C FLAPPERS DE BAJA PARA COMPRESOR\,35.23
MEC453,A/C MOTOR P/VENTILADOR 3/4 HP 1075 RPM 2,154.29
MEC454,A/C PRESOSTATO LINEA DE BAJA Y ALTA PRES,126.73
MEC455,A/C LIQUIDO BAÑO QUIMICO CQ,9.46
MEC456,A/C LIQUIDO DESINCRUSTANTE QUIMICO,5.32
MEC457,LIQUIDO QUIMICO NIVELADOR DE PH,0.11
MEC458,LIQUIDO QUIMICO INHIBIDOR DE HUMEDAD,0.21
MEC459,PROTECTOR ELECTRICO 3 FASES EQUIPOS A/C,27.55
MEC460,RELE/RELAY EQUIPOS A/C 220/24 V,9.88
MEC461,SUPERVISOR ELECTRICO DE 2 FASES 220V,15.4
MEC462,SUPERVISOR ELECTRICO DE 3 FASES 220V,22.02
MEC463,TEMPORIZADOR DE ARRANQUE EQUIPO A/C,16.79
MEC464,A/C VALVULA EXPANSION C/EQUALIZADOR PARA,77.13
MEC465,"A/C VALVULA DE SERVICIO P/ D= 3/8""",9.88
MEC466,A/C VALVULA DE SERVICIO CARGA REFRIGERAN,7.69
MEC467,"A/C VALVULA DE SERVICIO P/ D= 1/2""",12.13
MEC468,"A/C VALVULA DE SERVICIO P/ D= 3/4""",33.09
MEC469,"A/C VALVULA DE SERVICIO P/ D= 1/4""",8.81
MEC470,"A/C VALVULA DE SERVICIO P/ D= 5/8""",18.73
MEC471,"A/C COMPRESOR 7,5 TON\",1652.99
MEC472,A/C COMPRESOR 10 TON 3 FASES \,2424.36
MEC473,TRANSFORMADOR DE VOLTAJE DE 220 X 24 V D,7.69
MEC474,A/C FILTRO SECADOR CERAMICO D48 \,38.99
MEC475,KIT DE SELLOS DE ACEITE P/BOMBAS,94.77
MEC476,"A/C FILTRO DE RETORNO MALLA ALUMINIO 24""",192.86
MEC477,"A/C FILTRO DE RETORNO MALLA ALUMINIO 24""",200.56
MEC478,"A/C MALLA  ALUMINIO 40""X64""X5/8"" P/ADAPT",154.29
MEC479,FLOTANTE ELECTRICO REGUL. NIVEL FLYGT EN,66.14
MEC480,LIQUIDO P/LIMPIAR CONDENSADOR-EVAPORADOR,4.41
MEC481,LIQUIDO P/LIMPIAR CONDENSADOR-EVAPORADOR,17.64
MEC482,LIQUIDO JABONOSO PARA DETECCION DE FUGAS,3.28
MEC483,FILTRO DE ACEITE P/ EQUIPO AIRE ACONDICI,19.84
MEC484,"ASPA CW 20"" BUJE 1/2"" P/CONDENSADORA A/C",63.93
MEC485,FILTRO SECADOR PARA A/C 15 TON \,38.58
MEC486,A/C VALVULA EXPANSION PARA 10 TR \,165.32
MEC487,EMBOBINADO ESTATOR MOTOR ELECTRICO 10HP ,385.72
MEC488,"A/C FILTRO SECADOR DE CONEXION D=5/8"" \",38.58
MEC489,A/C  GAS REFRIGERANTE R422D/MO29 (SUSTIT,28.62
MEC490,A/C GAS REFRIGERANTE \,24.26
MEC491,"A/C FILTRO HEPA 99,99% P/QUIROFANO 24X24",41.85
MEC492,"A/C FILTRO HEPA 99,99% P/QUIROFANO 20X20",26.45
MEC493,"ANILLO TUBO COBRE P/SOLDAR DNOMI 2"" DEXT",12.38
MEC494,A/C SPLIT DE 12.000 BTU C/INVERTER Y WIF,1652.99
MEC495,A/C FILTRO ALERGENO P/AIRE ACONDICIONADO,27.01
MEC496,"CONECTOR RECTO LIQUID TIGHT 1/2"" NO HERM",3.87
MEC497,"CONECTOR RECTO LIQUID TIGHT LT 3/4"" NO H",6.29
MEC498,"CONECTOR CURVO LIQUID TIGHT LT 2"" NO HER",48.45
MEC499,"CONECTOR CURVO LIQUID TIGHT LT 3/4"" NO H",11.02
MEC500,"CONECTOR CURVO LIQUID TIGHT 1/2"" NO HERM",6.62
MEC501,"REJILLA DE PUERTA 10"" X 8"" SENC. ALUMINI",24.26
MEC502,"REJILLA DE PUERTA 10"" X 6"" SENC. ALUMINI",18.73
MEC503,"REJILLA RETORNO 24""X 12"" C/CONTROL VOL",78.25
MEC504,"REJILLA RETORNO/EXTRACCION 12""X12""ALET F",41.85
MEC505,"REJILLA RETORNO/EXTRAC 16"" X 8"" S/C",47.38
MEC506,"DIFUSOR LINEAL DE 10"" X 10"" 4 VIAS",50.73
MEC507,A/C FILTRO PARA AIRE ACONDICIONADO,11.02
MEC508,VENTILADOR-EXT AXIAL 10-6 10W 1550RPM 67,121.22
MEC509,VENTILADOR-EXT AXIAL 8-6 10W 1500RPM 385,110.19
MEC510,VENTILADOR-EXT AXIAL16-3 10W 1800RPM 230,548.78
MEC511,"VENTILADOR-EXT AXIAL12"" 1100RPM 990PCM 1",181.83
MEC512,VENTILADOR-EXT AXIAL16-4T 10W 1800RPM 17,374.69
MEC513,VENTILADOR-EXT AXIAL 6-6 1500RPM 149PCM1,88.17
MEC514,VENTILADOR HONGO 8-6 1500 RPM 200 PCM 11,189.55
MEC515,"VENTILADOR HONGO 14"" 1800 RPM 796 PCM 11",362.55
MEC516,"VENTILADOR HONGO 14"" 1800 RPM 1449 PCM 1",484.88
MEC517,"VENTILADOR HONGO 12"" 1100 RPM 350 PCM 11",284.32
MEC518,"VENTILADOR HONGO 12"" 1500 RPM 764 PCM 11",335
MEC519,"A/C SPLIT DE 9000 BTU- 0,75TON  AIRE ACO",407.74
MEC520,TUBO H.N. SCH 40,6.31
MEC521,"VENTILADOR HONGO AXIAL 14"" 1/3HP 1800RPM",501.41
MEC522,VENTILADOR HONGO AXIAL 16 3-1/3HP 1800RP,573.04
MEC523,"VENTILADOR HONGO AXIAL 12"" 1/15HP 1100RP",661.2
MEC524,VENTILADOR HONGO AXIAL 10 6- 1500 RPM 10,551.02
MEC525,VENTILADOR-EXT AXIAL16-4T 1/2HP 1800RPM ,330.58
MEC526,A/C MULTISPLIT CON 3 CONSOLAS-12000 BTU ,2093.8
MEC527,CORREA INDUSTRIAL A42 PARA MOTOR,18.73
MEC528,CORREA INDUSTRIAL A41 PARA MOTOR,9.88
MEC529,EXTRACTOR EOLICO P/DUCTO DE BASURA 600MM,220.4
MEC530,"A/C VALVULA GUSANILLO DE SERVICIO, SOLDA",11.02
MEC531,EXTRACTOR EOLICO P/DUCTO DE BASURA 250MM,137.72
MEC532,LAMINA POLIURETANO PITRE P3 2 X1.2 M DUC,52.91
MEC533,LAMINA POLIURETANO PITRE P3 DUCTO E= 20 ,22.02
MEC534,"A/C DUCTO FLEXIBLE D=6"" SIN AISLANTE",7.69
MEC535,"A/C DUCTO FLEXIBLE D=5"" SIN AISLANTE",7.69
MEC536,A/C ACEITE REFRIGERACION COMPRESOR NEVER,82.64
MEC537,"A/C MALLA  ALUMINIO E=1/4"" P/ADAPTAR FIL",77.13
MEC538,"FILTRO C/MALLA  ALUMINIO 1/4"" C/MARCO 1""",121.22
MEC539,TRAJE Y MASCARA P/DETECCION GASES PELIGR,253.48
MEC540,DIFUSOR ALUMINIO CON CONTROL C/C,936.68
MEC541,DIFUSOR ALUMINIO SIN CONTROL S/C,914.66
MEC542,"VENTILADOR HONGO 12"" 1500 RPM 34W 115V 3",284.32
