CodMat,Descri,CosMat
LAM058,"LAMINA DE YESO VINYL 174  2' X 4' X 1/4""",14.73
LAM059,LAMINA DE YESO VINYL CUADRITO  2' X 4' X,17.3
LAM060,LAMINA DE YESO TEXTURIZADO  2' X 4' X 1/,14.94
LAM061,LAMINA DE YESO VINYL CONCHA DE NARANJA 2,17.3
LAM062,CANAL AGUAS DE LLUVIA GALVANIZADO C-22 D,33.08
LAM063,TABIQUE TIPO PANORAMICO DE ALUMINIO Y VI,97.1
LAM064,TABIQUE DE ALUMINIO Y ACRILICO,77.13
LAM065,TABIQUE METALICO CON LAMINAS Y PERFILES,19.84
LAM066,TABIQUE METALICO PARA BAÑOS / SANITARIOS,22.02
LAM067,LAMINA DE ALUMINIO ONDULADO ASFALTADA,7.69
LAM068,ELEMENTOS DE FIJACION DE LAMINAS TECHO-G,1.08
LAM069,PANEL P/TECHO TIPO VENIBER O SIMILAR A=0,13.22
LAM070,LAMINA AISLANTE P/TECHO VENI-SEAMED CAL ,5.54
LAM071,"REMATE FRONTAL TIPO L, VENIBER-METALICO",1.08
LAM072,CANAL AGUA LLUVIA  BASE=20 H=10 CM GALV.,40.55
LAM073,CUMBRERA P/TECHOS VENIBER (60 CM E= 7MM),5.54
LAM074,VIDRIO LAMINADO AL CORTE E= 8 MM,208.65
LAM075,LAMINA P/SEPARACION URINARIOS,44.07
LAM076,"PANEL P/PARED VENIBER O SIMILAR A=1,08 M",16.5
LAM077,LAMINA CANAL 90  AU=0.91 M ASBESTO-DESCO,2.37
LAM078,"CABALLETE ARTICULADO 90 FIBROCEMTO AU=0,",22.02
LAM079,"GANCHO, BOCINA, TORNILLO P/CANAL 90",0.42
LAM080,"LAMINA TECHO CINDUTEJA ANCHO UTIL=0,70M",2.9
LAM081,"LAMINA TECHO ACEROLIT ANCHO UTIL=0,70M",20.19
LAM082,"LAMINA TECHO CINDULIT ANCHO UTIL=0,70M",7.69
LAM083,CANAL AGUAS DE LLUVIA GALVANIZADO C-22 D,49.62
LAM084,"LAMINA DE ALUMINIO ESTRIADA E=1,5 MM 4,7",130.56
LAM085,LAMINA FIBRA DE VIDRIO P/TECHOS LIVIANOS,16.5
LAM086,LAMINA  METALICA CLIMATIZADA TIPO LIT A=,4.75
LAM087,LAMINA  METALICA CLIMATIZADA EXTRALIT A=,4.51
LAM088,LAMINA POLIESTER CLIMATIZADA P/TECHO A=0,5.08
VAL251,FLETE/TRANSPORTE 3&M1,3.5
LAM089,LAMINA CIELO RASO ANIME ADORNADO ISOCORE,6.62
LAM090,ANIME EN BLOQUE,165.32
LAM091,CABALLETE P/LAMINA TECHO MIL TEJAS,16.5
LAM092,GOTERO P/TECHO LAMINA MIL TEJAS,1.35
LAM093,"LAMINA P/TECHO TIPO ZINC PLASTICA A=0,85",4.15
LAM094,TABIQUE DE ALUMINIO PARA BAÑOS/SANITARIO,60.63
LAM095,VIDRIO PLANO E=10 MM,165.32
LAM096,VIDRIO PLANO E=10 MM ESMERILADO,251.95
LAM097,VIDRIO LAMINADO AL CORTE E= 8 MM GRIS,208.65
LAM098,VIDRIO PLANO BRONCE E= 10 MM,148.75
LAM099,VIDRIO LAMINADO AL CORTE E= 10 MM,260.85
LAM100,VIDRIO PLANO BRONCE E= 8 MM,143.14
LAM101,"PLETINA DE ALUMINIO DE 3""",1.82
LAM102,LAMINA TECHO CLIMATIZADA MIL TEJAS O SIM,12.13
LAM103,"PERFIL DE ALUMINIO 4"" X 4""",0.97
LAM104,VIDRIO BLINDADO E= 45 MM,1836.29
LAM105,CUMBRERA P/TECHOS METALICA MIL TEJAS,6.62
LAM106,PERFIL- CANTO DE ALUMINIO P/ESCALERA/PIS,6.84
LAM107,TABIQUE DE PVC PARA BAÑOS/SANITARIOS,24.26
LAM108,LAMINA DE FIBROCEMENTO REFORZADA PLANA E,15.38
LAM109,LAMINA PLANA FIBROCEMENTO 8 MM TIPO PLYC,21.13
LAM110,LAMINA DE YESO RESISTENTE FUEGO RF 4' X ,13.21
LAM111,PLACA IDENTIFICADORA ALUMINIO FUNDIDO-LE,82.64
LAM112,LAMINAS DE FIBRA DE VIDRIO TRANSLUCIDAS ,12.13
LAM113,LAMINAS DE FIBRA DE VIDRIO TRANSLUCIDAS ,7.69
LAM114,LAMINA DE YESO P/CIELO RASO DE 2'  X  2',5.51
LAM115,CANAL AGUA DE LLUVIA GALVANIZADO C18 15X,39.69
LAM116,"LAMINA DE ALUMINIO ESTRIADA E=1 MM 3,407",76.66
LAM117,"CABALLETE P/CANAL 90 FIBROCEMENTO 0,935X",18.73
LAM118,LAMINA CANAL 90 ANCHO=0.91 M FIBROCEMENT,17.7
LAM119,LAMINA DE YESO RESISTENTE FUEGO RF 4' X ,19.11
LAM120,FACHADA CON VIDRIO 8 MM CON PERFILERIA,175.02
LAM121,"VENTANA ALUMINIO CORREDERA, C/VIDRIO 8 M",330.58
LAM122,LAMINA PERFORADA ACERO INOXIDABLE E= 1MM,121.22
LAM123,"LAMINA PERFORADA ACERO INOXIDABLE E= 1,5",159.78
LAM124,LAMINA ACERO INOXIDABLE E=2 MM PERFORADA,197.27
LAM125,LAMINA PERFORADA ACERO AL CARBONO E=2MM,110.19
LAM126,LAMINA P/CIELO TECHO RASO DE PVC,13.22
LAM127,LAMINA PERFORADA ALUMINIO P/CIELO RASO 6,9.88
LAM128,PERFIL MONTANTE PFRV STD 50X50X5MMX1.10M,12.13
LAM129,PERFIL C PASAMANO PRFV 60X50X5MMX6M /1.2,16.5
LAM130,BARRA INTERMED PRFV ACANALADA 55X5MMX6M-,15.4
LAM131,PERFIL RODAPIE PRFV ACANALADO 150X5MMX6M,22.02
LAM132,PERFIL PRFV 50X50X5MMX100M P/JUNTA BARAN,22.02
LAM133,JUNTA 90º P/PERF ACANAL 40X40X1.2MMX15MM,55.1
LAM134,"JUNTA 90º P/PASAMANO ANG.40X40X40X1.2MM,",55.1
LAM135,JUNTA LINEAL P/PERF ACAN 50X15X1.2MMX15M,55.1
LAM136,LAMINA DE ALUMINIO LISO,19.19
LAM137,LAMINA DE ALUMINIO ESTRIADA,22.49
LAM138,LAMINA DE ALUMINIO ESTRIADA E=2 MM,174.94
LAM139,LAMINA DE ALUMINIO ESTRIADA E=3 MM,231.31
LAM140,VIDRIO PLANO CLARO E= 8 MM,143.23
LAM141,"LAMINA ACERO INOXIDABLE E=2,2 MM PERFORA",194.63
LAM142,"LAMINA ACERO INOXIDABLE E=1,6 MM PERFORA",145.99
LAM143,"LAMINA ACERO INOXIDABLE E=2,7 MM PERFORA",243.51
LAM144,"LAMINA ALUMINIO STUCCO E = 0,6 MM",20.37
LAM145,LAMINA ACERO INOXIDABLE E=3 MM MATE,279.92
LAM146,LAMINA DE ALUMINIO 0.9 MM ACAB. LISO 2.4,44.55
LAM147,LAMINA ACERO INOXIDABLE MATE 1.22 X 2.44,117.92
LAM148,LAMINA ACERO INOXIDABLE MATE 1.22 X 2.44,514.59
LAM149,"LAMINA ACERO INOXIDABLE E=1,5 MM SATINAD",89.76
LAM150,"LAMINA ACERO INOXIDABLE MATE E=2,5 MM",173.01
LAM151,LAMINA DE ALUMINIO E= 6 MM TIPO ESPEJO,29.64
LIM001,LIMPIEZA C/CHORRO ARENA SUPERFICIE METAL,8.81
LIM002,LIMPIEZA C/CHORRO ARENA SUPERFICIE CONCR,13.22
LIM003,LIMPIEZA C/CHORRO AGUA SUPERFICIE CONCRE,2.72
MAU001,ESTOPA EN FARDOS,2.96
MAU002,MASCARILLA DESECHABLE 3M O SIMILAR,4.41
MAU003,DETERGENTE / JABON LIQUIDO,5.54
MAU004,BOLSA NEGRA FUERTE PARA DESECHOS,0.85
MAU005,DETERGENTE / JABON EN POLVO,3.87
MAU006,LIMPIADOR DE VIDRIOS,2.18
MAU007,PAÑO DE LIMPIEZA AMARILLO O SIMILAR,1.18
MAU008,LEJIA O CLORO PARA LIMPIEZA,2.18
MAU009,PRIDE AEROSOL O SIMILAR P/LIMPIEZA DE MU,5.54
MAU010,PAÑITO YES O SIM PARA LIMPIEZA,2.18
MAU011,COLETO DE TELA PARA LIMPIEZA,1.61
MAU012,"MATERIAL LIMPIEZA: JABON, PAÑO, LIMPIADO",11.02
MAU013,ESPONJA ALAMBRE /LANILLA LANA ACERO 160 ,5.54
MAU014,VINAGRE (ACIDO ACETICO DILUIDO EN AGUA),2.18
MAU015,BOLSA NEGRA PARA BASURA,0.85
MAU016,DESINFECTANTE LIQUIDO PARA LIMPIAR PISOS,11.3
MAU017,BOLSA PLASTICA TOBITA P/BASURA DE 30 LT,0.37
MAU018,"PAPEL SANITARIO 9"" X 4"" 250 M INDUSTRIAL",4.97
MAU019,LIMPIADOR DE WC / POCETAS TIPO MAS O SIM,16.5
MAU020,JABON LIQUIDO P/LAVADO DE MANOS P/DISPEN,8.81
MAU021,JABON LIQUIDO PARA LAVAPLATOS,8.22
MAU022,"CONTENEDOR BASURA PVC 1000 LT 1,33X1,3X1",661.2
MAU023,PAPELERA EN PEAD BENITO IBIZA DE 80 LT O,44.07
MAU024,TRAPO ESTERILIZADO BULTO 20 KG,44.07
MAU025,GUANTES DE NEOPRENO RESIT A QUIMICOS,13.22
MAU026,BRAGAS DESECHABLE,11.02
MAU027,TRAPO ESTERILIZADO ALGODON BLANCO,15.4
MAU028,"BOLSA NEGRA PLASTICA 40 KG 1,25X0,92 M C",0.53
MAU031,SERVICIO DE BOTE DE BASURA SEMANAL,826.5
MAU032,MOPA ENTORCHADA PARA LIMPIEZA,13.22
MEC001,A/C SPLIT DE 72.000 BTU 6TON EVAPORADOR-,5509.95
MEC002,VENTILADOR HELICOIDAL PA-16 1150 RPM 220,293.5
MEC003,A/C SPLIT DE 90.000 BTU 7 1/2 TON AIRE A,6281.35
MEC004,"A/C SPLIT DE 96,000 BTU-8 TON  AIRE ACON",6611.93
MEC005,A/C BALANCEO Y CARGAS (SIN MATERIAL),3.28
MEC006,A/C BASE P/INSTALACION AIRE ACONDICIONAD,18.73
MEC007,"DIFUSOR DE ALUMINIO 12"" X 12"" 4 VIAS C/C",95.91
MEC008,"DIFUSOR DE ALUMINIO 4 VIAS 8"" X 8"" C/C",67.22
MEC009,"DIFUSOR DE ALUMINIO 6"" X 6"" 3 VIAS C/CON",31.13
MEC010,"DIFUSOR DE ALUMINIO 6"" X 6"" 4 V C/C",58.41
MEC011,"DIFUSOR DE ALUMINIO C/CONTROL 4 V 12"" X ",88.17
MEC012,"DIFUSOR DE ALUMINIO 16"" X 16"" 4 V S/C",121.22
MEC013,"DIFUSOR DE ALUMINIO 3 VIAS 8"" X 8"" C/C",60.63
MEC014,"DIFUSOR DE ALUMINIO  4 VIAS 14"" X 14"" C/",99.19
MEC015,"DIFUSOR DE ALUMINIO 10"" X 10"" 4V C/C",74.95
MEC016,"DIFUSOR DE ALUMINIO 10"" X 10"" 3 V C/C",66.61
MEC017,DIFUSOR SONIDO INCENDIO 5 WATTS,33.09
MEC018,DIFUSOR SONIDO INCENDIO 50 W SIN CAJA,61.72
MEC019,"DIFUSOR DE ALUMINIO 16"" X 16"" 3 VIAS C/C",154.29
MEC020,"DIFUSOR DE ALUMINIO 12"" X 10"" 3V C/C",79.95
MEC021,"DIFUSOR DE ALUMINIO, LINEAL C/MARCO DL-A",66.14
MEC022,A/C SPLIT DE 90.000 BTU 7 1/2 TON AIRE A,6832.34
MEC023,A/C FILTRO METALICO,2.18
MEC024,MATERIALES P/COLOCACION Y BASES,0.53
MEC025,A/C MATERIALES PARA INSTALACION,12.13
MEC026,MATERIALES PARA LIMPIEZA,0.32
MEC027,"REJILLA 12"" X 12"" S/CONTROL VOL. 1 VIA",44.07
MEC028,"REJILLA 14"" X 8"" S/CONTROL DE VOLUMEN",20.91
MEC029,"REJILLA PARA DREN DE PISO EN BRONCE D=2""",9.88
MEC030,A/C AISLAMIENTO ARMAFLEX DEXT TUBERIA CO,4.05
MEC031,MODULO SONIDO 4 SECT P/CENT INCENDIO 16/,16.5
MEC032,CAJA EXPANSORA CENTRAL INCENDIO 49 A 96 ,110.19
MEC033,REJILLA CON CUPULA DREN DE PISO BRONCE D,12.13
MEC034,"REJILLA PARA DREN DE PISO-BRONCE 3""",22.02
MEC035,"REJILLA RETORNO 20"" X 18"" PORTA FILT RRF",110.19
MEC036,"REJILLA RETORNO 24"" X 12"" FIJA Y PORTA F",44.07
MEC037,"REJILLA DE PUERTA 16"" X 10"" SENC. ALUM.",47.38
MEC038,"REJILLA DE PUERTA 16"" X 8"" DOBLE ALUM.",44.07
MEC039,"REJILLA DE PUERTA 18"" X 10"" SENC. ALUM.",51.84
MEC040,"REJILLA DE PUERTA 20"" X 10"" SENC. ALUM.",59.52
MEC041,"REJILLA DE PUERTA 20"" X 8"" DOBLE ALUM.",55.1
MEC042,"REJILLA DE PUERTA DOBLE ALUM. ANOD. 10"" ",18.73
MEC043,"REJILLA  DE PUERTA DOBLE MARCO ALUM. 12""",58.41
MEC044,"REJILLA RETORNO 18"" X 12""  S/CONTROL DE ",42.94
MEC045,"REJILLA RETORNO 24""X 12"" S/CONTROL VOL",55.1
MEC046,"REJILLA RETORNO 16"" X 10 "" PORTA FILT RR",61.72
MEC047,"REJILLA RETORNO 14"" X 8"" C/CONT VOLUMEN",59.52
MEC048,"REJILLA RETORNO 24"" X 18"" C/CONT. VOL",99.2
MEC049,"REJILLA DE PUERTA 12"" X 8"" SENC. ALUMINI",20.7
MEC050,"REJILLA DE DRENAJE P/PISO EN BRONCE D=3""",21.91
MEC051,"REJILLA RETORNO/EXTRACCION 20"" X 8"" S/C ",44.07
MEC052,"REJILLA RETORNO/EXTRACCION 24"" X 18""  C/",88.17
MEC053,"REJILLA RETORNO/EXTRACCION 12 "" X 12"" AL",41.85
MEC054,REJILLA EXTRACCION ILUMINADA,66.14
MEC055,"REJILLA RETORNO/EXTRAC 16 "" X 8"" S/C POR",58.41
MEC056,"REJILLA RETORNO/EXTRACCION 20"" X 10"" S/C",76.04
MEC057,"REJILLA COMPLETA PARA DREN DE PISO D=4""",27.55
MEC058,"REJILLA PARA DREN DE PISO D=3""",14.13
MEC059,REJILLA PARA DREN DE PISO DE BRONCE DE 2,10.49
MEC060,REJILLA PROTECTORA,5.54
MEC061,"REJILLA DE PUERTA 14"" X 8"" DOBLE ALUMINI",28.62
MEC062,"REJILLA DE SUMINISTRO 24"" X 12"" S/C",51.05
MEC063,"REJILLA RETORNO 48"" X 12"" ALUM. C/C VOL",110.19
MEC064,"REJILLA RETORNO ALUM. 30"" X 18""  C/C VOL",88.17
MEC065,"REJILLA RETORNO/EXTRACCION 10"" X 6"" ALUM",22.02
MEC066,"REJILLA RETORNO/EXTRACCION 10"" X 8"" ALUM",33.09
MEC067,"REJILLA RETORNO/EXTRACCION 12"" X 8"" ALUM",50.73
MEC068,"REJILLA RETORNO/EXTRACCION 14"" X 8"" ALUM",41.85
MEC069,"REJILLA RETORNO/EXTRACCION 10"" X 6"" ALUM",17.64
MEC070,"REJILLA DE ALUMINIO RETORNO 30"" X 12"" C/",77.13
MEC071,"REJILLA RETORNO ALUMINIO 10"" X 8"" S/C",38.58
MEC072,"REJILLA RETORNO ALUMINIO 12"" X 12"" C/C",72.76
MEC073,"REJILLA RETORNO ALUMINIO 20"" X 10"" C/C",69.41
MEC074,"REJILLA SUMINISTRO  20"" X 10"" C/CONTROL ",63.93
MEC075,"REJILLA DE SUMINISTRO 14"" X 8"" C/C VOL",24.26
MEC076,A/C REMACHE PARA DUCTOS,0.11
MEC077,A/C SISTEMA DE RODAMIENTO AIRE ACONDICIO,158.7
MEC078,A/C UNIDAD DE AIRE ACONDICIONADO DE 10 T,8264.92
MEC079,A/C AIRE ACOND. COMPACTO DE 10 TON 12000,8815.9
MEC080,A/C AIRE ACOND. COMPACTO DE 4 TON 48000 ,3305.97
MEC081,VENTILADOR HONGO CENTRIFUGO HCD-8,183.75
MEC082,VENTILADOR HONGO HELIC. 800 PCM MOD.HPA-,366.98
MEC083,"VENTILADOR EXTRACTOR HELICOIDAL 6"" 1550 ",110.19
MEC084,VENTILADOR DE TECHO P/TRABAJO PESADO,132.23
MEC085,VENTILADOR HELICOIDAL PA-12 1000 PCM,182.94
MEC086,VENTILADOR HONGO HELICOIDAL 1550 RPM 350,286.54
MEC087,VENTILADOR HONGO HELICOIDAL 1550 RPM 320,219.3
MEC088,VENTILADOR HELICOIDAL 1550 RPM 600 PCM 5,127.18
MEC089,VENTILADOR HONGO HELICOIDAL 1550 RPM 650,288.72
MEC090,VENTILADOR HONGO HELICOIDAL 1750 RPM 795,370.26
MEC091,VENTILADOR HONGO HELICOIDAL 1750 RPM 155,367.63
MEC092,VENTILADOR PA-16 1/3 HP 3200 PCM,326.18
MEC093,A/C AIRE DE VENTANA 12000 BTU CARRIER O ,451.81
MEC094,A/C SPLIT DE 36.000 BTU- 3 TON AIRE ACON,2126.85
MEC095,A/C SPLIT DE 60.000 BTU-5 TON AIRE ACOND,3416.14
MEC096,A/C SPLIT DE 84000 BTU - 7 TON AIRE ACON,6611.93
MEC097,"VENTILADOR EXTRACTOR HELICOIDAL 10"" -115",170.8
MEC098,"REJILLA DE PUERTA 14"" X 12"" SENC. ALUM.",37.45
MEC099,SUPERVISOR ALTAVOZ  NORMAL SATN/SATF INC,8.81
MEC100,CENTRAL SECTORIZAD. SONIDO 12 SECT3X4 SS,231.42
MEC101,"REJILLA RETORNO/EXTRACCION 12"" X 10"" ALU",33.09
MEC102,A/C AIRE DE VENTANA 12000 BTU \,440.79
MEC103,A/C EVAPORADOR 5 TON / 60000 BTU\,3636.56
MEC104,A/C AIRE DE VENTANA 36000 BTU\,1212.18
MEC105,"VENTILADOR EXTRACTOR HELICOIDAL 8"" 1550 ",158.7
MEC224,A/C CONDENSADORA D.VER.220/3F 2.5 T YORK,1432.57
MEC225,"A/C CONDENSADORA D.VER.220/1F 1,5 T YORK",1133.96
MEC226,A/C EVAPORADORA T/GABINETE 6T YORK\,1928.5
MEC227,"A/C EVAPORADORA T/GABINETE 2,5 T YORK\",1157.1
MEC228,"A/C EVAPORADORA T/GABINET 220/1F 1,5 T Y",440.79
MEC229,"A/C COMPACTO 220/1F 7,5T YORK 0 SIM\",6611.93
MEC230,A/C COMPACTO 220/1F 7 T YORK 0 SIM\,5862.59
MEC231,ACCESORIOS P/TUBERIA DE COBRE A/C,11.02
MEC232,A/C  ARMAFLEX P/ TUBERIA DIAMETRO PEQUEÑ,2.18
MEC233,A/C BANDEJA GALV P/DRENAJE P/AIRE ACONDI,16.5
MEC234,A/C CAJA/REJA PROTECCION P/AIRE ACONDICI,13.22
MEC235,A/C CAJA GALVANIZADA PARA DIFUSOR,6.62
MEC236,"CONECTOR CURVO LIQUID TIGHT LT 1 1/2"" HE",33.09
MEC237,"CONECTOR RECTO LIQUID TIGHT LT D=1 1/2"" ",22.02
MEC238,"CONECTOR RECTO LIQUID TIGHT LT D=3/4"" HE",8.81
MZ0372,"INYECTORES (ADAPTADORES) 1/4"" NPT X 1/4""",203.87
MZ0373,IODERA DE ALTERNADOR PARA MAQUINAS/EQUIP,55.1
MZ0374,JOSTIK DE MOVIMIENTO DESDE LA CESTA (MAN,330.58
MZ0375,JOSTIK DE MOVIMIENTO EQUIPO MOVIL,385.72
MZ0376,JUNTA DE EXPANSION Y DEFLECCION P/CONDUI,275.51
MZ0377,KIT DE BIOSEGURIDAD,16.5
MZ0378,KIT DE MANTENIMIENTO PREVENTIVO,132.23
MZ0379,KIT DE MANTENIMIENTO PREVENTIVO MODELO I,44.07
MZ0380,KIT DE MANTENIMIENTO PREVENTIVO MODELO I,49.54
MZ0381,KIT DE MANTENIMIENTO PREVENTIVO MODELO I,49.54
MZ0382,KIT DE MANTENIMIENTO PREVENTIVO MODELO I,60.63
MZ0383,KIT DE MANTENIMIENTO PREVENTIVO MODELO I,110.19
MZ0384,KIT DE TIEMPO ,165.32
MZ0385,KIT LAINAS CALIBRADAS PARA AEROENFRIADOR,330.58
MZ0386,LAMINA ACERO AL CARBONO 3MM,4.97
MZ0387,LAMINA DE ALUMINIO ACAB. LISO ASTM A-167,495.91
MZ0388,LAMINA DE MADERA CONTRAENCHAPADA 3MM,11.13
MZ0389,LAMINA GALVANIZADA DE 3MM,71.65
MZ0390,LAMINA HIERRO,73.85
MZ0391,LANA MINERAL,27.55
MZ0392,"LANA MINERAL 1 1/2""",27.55
MZ0393,"LANA MINERAL 1""",27.55
MZ0394,"LANA MINERAL 2""",27.55
MZ0395,"LANA MINERAL 4""",27.55
MZ0396,LAPICES,2.18
MZ0397,LENTES DE SEGURIDAD CLAROS Y OSCUROS,4.41
MZ0398,LENTES DE SEGURIDAD CONTRA IMPACTOS,8.81
MZ0399,LENTES DE SEGURIDAD TIPO AVISPA,3.28
MZ0400,MATERIAL DE PAPELERIA LIBRETAS,1.61
MZ0401,LIGA DE FRENO PARA EQUIPO / MAQUINARIA 1,27.55
MZ0402,LIJA DE PAPEL GRANO 100 3M,2.73
MZ0403,LIJA DE PAPEL GRANO 120 3M,2.73
MZ0404,LIJA DE PAPEL GRANO 1500 3M,2.73
MZ0405,LIJA DE PAPEL GRANO 220 3M,2.73
MZ0406,LIJA DE AGUA NEGRA GRANO 400,0.9
MZ0407,PLIEGOS DE LIJAS,3.28
MZ0408,"LIJAS # 100,120,240,300",8.81
MZ0409,"LIJAS SIC GRIT 60,80,120,240,320,400,500",0.53
MZ0410,LIMPIA CONTACTOS,19.84
MZ0411,LIMPIADOR,11.02
MZ0412,LIMPIADOR DE CONTACTOS ELECTRONICO SQ,16.26
MZ0413,LIMPIEZA QUIMICA CON ACIDO ACETICO AL 10,8744.28
MZ0414,LIPESA 1540 V FLOCULANTE,7.31
MZ0415,LIPESA 216 M2V INHIBIDOR DE CORROSION,5.54
MZ0416,LIPESA 252 SV BIODISPERSANTE,2.07
MZ0417,LIPESA 257 V DISPERSANTE DE SALES,4.41
MZ0418,LIPESA 265 V INHIBIDOR METALES AMARILLOS,4.08
MZ0419,LIPESA 3514 V SECUESTRANTE OXIGENO  O2,2.61
MZ0420,LIPESA 3552 V AMINA NEUTRALIZANTE,4.41
MEC106,"A/C UNIDAD CONDENSADORA 5T-TON - 60,000 ",3305.97
MEC107,A/C AIRE ACOND. COMPACTO DE 7.5 TON 9000,9036.3
MEC108,A/C AIRE ACOND. COMPACTO DE 6 TON 72000 ,6060.94
MEC109,A/C EVAPORADORA CONSOLA  P/SPLIT 24000 B,771.4
MEC110,A/C TIPO FANCOIL /SISTEMA ENFRIAMIENTO 3,3526.39
MEC111,SISTEMA FILTRADO AGUA 800 LTS/H  \,1137.26
MEC112,SISTEMA FILTRADO AGUA 1500 LTS/H  \,1542.77
MEC113,SISTEMA FILTRADO AGUA 3000 LTS/H  \,3085.59
MEC114,A/C SPLIT DE 10 TON 120.000 BTU AIRE ACO,8011.49
MEC115,"REJILLA RETORNO/EXTRACCION 16"" X 16"" ALU",82.64
MEC116,"REJILLA RETORNO/EXTRACCION 6"" X 4"" ALUM.",22.02
MEC117,A/C AIRE DE VENTANA 24000 BTU LG O SIM\,930.03
MEC118,A/C AIRE DE VENTANA 36000 BTU FRIGILUX O,1057.9
MEC119,"VENTILADOR EXTRACTOR HELICOIDAL 12""",191.31
MEC120,"REJILLA P/EXTRACTOR HELICOIDAL 6"" X 6""",11.02
MEC121,"REJILLA PARA EXTRACTOR HELICOIDAL 8"" X 8",25.57
MEC122,"REJILLA P/EXTRACTOR HELICOIDAL 10"" X 10""",29.64
MEC123,"REJILLA P/EXTRACTOR HELICOIDAL 12""",26.45
MEC124,A/C AIRE DE VENTANA 18.000 BTU\,765.9
MEC125,"VENTILADOR CENTRIFUGO MOD.CRD-8, 1/4HP, ",221.51
MEC126,"VENTILADOR HELICOIDAL 12"" 34W-1550 RPM-1",220.4
MEC127,"VENTILADOR HONGO HELICOIDAL HKD-14,1/4 H",429.76
MEC128,"VENTILADOR HELICOIDAL 12"" 50W 1550 RPM",243.51
MEC129,"VENTILADOR HELICOIDAL MOD.KD-14  1/3 HP,",297.54
MEC130,"VENTILADOR HELICOIDAL 10"" 34 W-1500 RPM-",163.11
MEC131,"VENTILADOR HONGO HELICOIDAL 10"" 34W 1550",286.54
MEC132,"VENTILADOR HONGO HELICOIDAL 12"" 50W-1550",425.37
MEC133,"VENTILADOR HONGO HELICOIDAL HKD-14,1/3HP",462.82
MEC134,"VENTILADOR HONGO HELICOIDAL HKD-14,1/3HP",203.87
MEC135,"VENTILADOR HELICOIDAL 16"" 1/3 HP 1800 RP",380.19
MEC136,"VENTILADOR HONGO CENTRIFUGO 1/4 HP,1550 ",279.92
MEC137,VENTILADOR HONGO HELICOIDAL HPA-8 200PCM,191.76
MEC138,"CONCHA DE ANIME CILINDRICA 1M X 1""",6.62
MEC139,A/C GAS REFRIGERANTE R-22 \,28.9
MEC140,A/C GAS REFRIGERANTE FREON 134-A ECOLOGI,20.91
MEC141,VARILLA P/SOLDAR  A/C  (PLATA - COBRE 15,7.69
MEC142,TERMOSTATO 2 ETAPAS HONEYWELL O SIMILAR,117.92
MEC143,A/C BANDEJA DRENAJE C/ORIFICIO DE MANGUE,7.69
MEC144,MARCO DE HIERRO P/AIRE ACONDICIONADO VEN,19.84
MEC145,GOMA ANTIVIBRACION PARA BASES A/C ,1.61
MEC146,MATERIALES Y ACCESORIOS,0.11
MEC147,A/C SPLIT DE 180.000 BTU 15TN COMPRESOR ,15978.88
MEC148,"REJILLA RETORNO FIJA 12""X12"" RRF C/C VOL",46.29
MEC149,A/C MULTISPLIT CON 3 CONSOLAS-10000 BTU ,2754.98
MEC150,A/C MULTISPLIT CON 2 CONSOLAS-12.000 BTU,2126.85
MEC151,A/C SPLIT DE 48000 BTU - 4 TON AIRE ACON,2754.98
MEC152,CENTRAL DETECCION INCENDIO 255 ZONAS AZ-,1983.59
MEC153,A/C SPLIT DE 12.000 BTU 1 TON  AIRE ACON,617.12
MEC154,"A/C SPLIT 18000 BTU-1,5 TON AIRE ACONDIC",763.66
MEC155,A/C EVAPORADORA CONSOLA LUJO P/SPLIT 12.,440.79
MEC156,A/C SPLIT COND-EVAPORADOR LUJO 18000 BTU,903.66
MEC157,A/C EVAPORADORA CONSOLA DE LUJO P/SPLIT ,1102
MEC158,A/C  ARMAFLEX TIRA AISLANTE P/TUBERIA CO,2.42
MEC159,VENTILADOR HELICOIDAL PA-12 1150 RPM 115,192.65
MEC160,A/C SPLIT DE 24000 BTU-2 TON  AIRE ACOND,1071.13
MEC161,A/C EVAPORADORA CONSOLA DE LUJO P/SPLIT ,980.78
MEC162,"VENTILADOR EXTRACTOR AIRE P/BAÑO 8"" 1550",139.95
MEC163,"FIBRA DE VIDRIO P/DUCTOS E= 1"" REC. ALUM",6.62
MEC164,A/C COMPACTO 220/1F 4.5 T YORK O SIM\,3768.81
MEC165,A/C COMPACTO 220/1F 5T YORK 0 SIM\,4187.56
MEC166,A/C COMPACTO 220/3F 15T YORK O SIM\,14325.87
MEC167,A/C AIRE DE VENTANA 18000 BTU FRIGILUX O,716.28
MEC168,A/C AIRE DE VENTANA 24000 BTU 220V YORK ,804.43
MEC169,A/C COMPACTO 220/1F M. 3.5T YORK O SIM\,2931.29
MEC170,A/C COMPACTO 220/1F 2.5T YORK O SIM\,2093.8
MEC171,A/C COMPACTO 220/1F 2T YORK O SIM\,1675.02
MEC172,A/C COMPACTO 220/1F M. 3T YORK O SIM\,2512.53
MEC173,A/C COMPACTO 220/1F M. 4T YORK O SIM\,3746.75
MEC174,A/C COMPACTO 220/3F 5T\,4407.96
MEC175,A/C COMPACTO 220/3F M. 10T YORK O SIM\,8595.51
MEC176,A/C COMPACTO 4 TON CLIMAR O SIMILAR\,3967.18
MEC177,A/C COMPRESOR P/AIRE ACONDICIONADO 2 TON,268.9
